NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;DS_ENDERECO;DS_COMPLEMENTO;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;QT_MAT_BAS
2020;Feijó;1200302;ESC CARLOS VENIZIO NUNES DAMASCENO;12023710;2;2;0.0;PROJETO DE ASSENTAMENTO BERLIM RECREIO;RAMAL DOS PINTOS;0.0;0.0;0.0;1.0;127.0
2020;Feijó;1200302;ESC ARLINDO ALVES FEITOSA;12025585;3;2;0.0;ALTO RIO ENVIRA - SERINGAL CANADA - CENTRAL;;0.0;0.0;0.0;1.0;21.0
2020;Feijó;1200302;ESC FRANCISCO NEPOMUCENO II;12025593;3;2;0.0;ALTO RIO ENVIRA - SERINGAL NOVO PORTO;COLONIA VAI QUEM QUE;0.0;1.0;0.0;0.0;10.0
2020;Feijó;1200302;ESC MARIA CORREIA DOS SANTOS;12025704;3;2;0.0;BAIXO RIO ENVIRA - COLONIA MANGUEIRAL;;1.0;0.0;0.0;0.0;32.0
2020;Feijó;1200302;ESC FRANCISCO PEREIRA DO MONTE;12025720;3;2;0.0;PROJETO DE ASSENTAMENTO BERLIM RECREIO;RAMALDA DIVISA;1.0;0.0;0.0;0.0;13.0
2020;Feijó;1200302;ESC JOAO ARTUR;12027219;3;2;0.0;RIO JURUPARI - IGARAPE ARACA;;0.0;1.0;0.0;0.0;18.0
2020;Feijó;1200302;ESC ALTO RECREIO II;12027227;3;2;0.0;SERINGAL RECREIO - COLONIA IPU;;0.0;0.0;0.0;1.0;17.0
2020;Feijó;1200302;ESC INDIGENA TXANA BIXATI HUI BAI;12027235;2;2;2.0;ALDEIA BOCA DO GROTA - ALTO RIO ENVIRA;ZONA RURAL;0.0;0.0;0.0;1.0;68.0
2020;Feijó;1200302;ESC INDIGENA ALTO BONITO II ASHANINKA;12027243;2;2;2.0;ALDEIA ALTO BONITO - ALTO RIO ENVIRA;ZONA RURAL;0.0;0.0;0.0;1.0;81.0
2020;Feijó;1200302;ESC PROFESSORA ARLETE ALMEIDA;12027251;3;2;0.0;RIO PARANA DO OURO - SERINGAL BOM PRINCIPIO;COL. BOCA DO RECREIO;0.0;1.0;0.0;0.0;9.0
2020;Feijó;1200302;ESC PROFESSORA MARIA DE LOURDES DO CARMO CASTRO;12027561;3;2;0.0;ALTO RIO ENVIRA - SERINGAL RIACHUELO;;0.0;0.0;0.0;1.0;14.0
2020;Feijó;1200302;ESC PROFESSORA EUNICE SANTOS;12027570;3;2;0.0;RIO JURUPARI - SERINGAL PALMARIPE;;0.0;1.0;0.0;0.0;18.0
2020;Feijó;1200302;ESC PROFESSORA RAIMUNDINHA PROFIRO;12027588;3;2;0.0;BR 364 KM 13 CENTRAL SERINGAL LIEGE;RAMAL DO ARMANDO;0.0;0.0;0.0;1.0;12.0
2020;Feijó;1200302;ESC PROFESSORA ENEZILIA PIRES;12027596;3;2;0.0;ALTO RIO ENVIRA - SERINGAL SANTA MARIA DA LIBERDAD;COL. SAMAUMA;0.0;1.0;0.0;0.0;23.0
2020;Feijó;1200302;ESC PROFESSOR RAIMUNDO JANARI DE SOUZA;12027600;3;2;0.0;RAMAL DA DIVISA- IGARAPE CANDIRU;RAMAL DO HEBE;1.0;0.0;0.0;0.0;31.0
2020;Feijó;1200302;ESC VALDEMAR PROBEM DE ALBUQUERQUE;12027618;3;2;0.0;BR 364 KM 33 ALTO IGARAPE MASSIPIRA COL. ARUEIRA;;0.0;0.0;0.0;1.0;8.0
2020;Feijó;1200302;ESC MARIA IRINEIA DA COSTA MONTEIRO;12028240;3;2;0.0;SERINGAL BERLIM RECREIO - RAMAL DOS PINTOS;;1.0;0.0;0.0;0.0;20.0
2020;Feijó;1200302;ESC MARIA CLEONICE CASTRO DA SILVA;12028258;3;2;0.0;BAIXO RIO ENVIRA - SERINGAL SAO DOMINGOS;;0.0;1.0;0.0;0.0;15.0
2020;Feijó;1200302;ESC ACRISIO DE ALENCAR LIMA;12028274;3;2;0.0;BR 364 KM 33 - CENTRAL, SERINGAL VISTA ALEGRE, IGA;;0.0;1.0;0.0;0.0;18.0
2020;Feijó;1200302;ESC JOSE FRANCISCO DE AGUIAR ALBUQUERQUE;12028282;3;2;0.0;RIO JURUPARI - SERINGAL VENEZA;COLOCACAO MAUE;0.0;1.0;0.0;0.0;48.0
2020;Feijó;1200302;ESC INDIGENA TERRA NOVA;12028649;2;2;2.0;ALDEIA TERRA NOVA - ALTO RIO ENVIRA;;0.0;0.0;0.0;1.0;46.0
2020;Feijó;1200302;ESC INDIGENA JAMINAWA;12028657;2;2;2.0;ALDEIA JAMINAWA - ALTO RIO ENVIRA;;0.0;0.0;0.0;1.0;42.0
2020;Feijó;1200302;ESC PROFESSORA ALBANITA TAVARES;12028959;3;2;0.0;ALTO RIO ENVIRA - SERINGAL VILA ALVES;COLONIA TARAPOTO;0.0;0.0;0.0;1.0;30.0
2020;Feijó;1200302;ESC JOSE FERREIRA FILHO;12028967;3;2;0.0;ALTO RIO ENVIRA - SERINGAL CANADA;;0.0;1.0;0.0;0.0;16.0
2020;Feijó;1200302;ESC INDIGENA SETE VOLTAS;12028975;2;2;2.0;ALDEIA NOVA FLORESTA - ALTO RIO ENVIRA;ZONA RURAL;0.0;0.0;0.0;1.0;111.0
2020;Feijó;1200302;ESC PROFESSORA JOSEFA LIGIA;12028983;3;2;0.0;SERINGAL FORTALEZA - ALTO RIO ENVIRA CENTRAL;COLONIA BANANEIRAS;1.0;0.0;0.0;0.0;45.0
2020;Feijó;1200302;ESC PROFESSORA DINA CARNEIRO;12029041;3;2;0.0;RIO JURUPARI - SERINGAL VENEZA;COL. CUMARU;0.0;1.0;0.0;0.0;14.0
2020;Feijó;1200302;ESC FRANCISCO COSTA PONTES;12029050;3;2;0.0;RIO PARANA DO OURO - SERINGAL ENJEITADO;;0.0;0.0;0.0;1.0;8.0
2020;Feijó;1200302;ESC CLOTILDES GOMES DE CARVALHO SOUZA;12029068;3;2;0.0;SERINGAL ATALAIA COLONIA AFLUENTE - RAMAL DOS PINT;;0.0;0.0;0.0;1.0;16.0
2020;Feijó;1200302;ESC INOCENCIO BRANDAO BARROSO;12029947;3;2;0.0;RIO PARANA DO OURO - SERINGAL PORTO RUBIM, COLONIA;;0.0;0.0;0.0;1.0;7.0
2020;Feijó;1200302;ESC MANOELA PERES DANTAS;12029963;3;2;0.0;SERINGAL PORTO RUBIM CENTRAL-COL. SARDINHA;COMUNIDADE SARDINHA;0.0;0.0;0.0;1.0;9.0
2020;Feijó;1200302;ESC RAIDIR LEITAO;12030457;3;2;0.0;BAIXO RIO ENVIRA - FOZ DO JURUPARI;;1.0;0.0;0.0;0.0;8.0
2020;Feijó;1200302;ESC PROFESSOR HELIO COSTA;12030651;3;2;0.0;ALTO RIO ENVIRA - SERINGAL CANADA - CENTRAL;COLONIA RECIFE;0.0;0.0;0.0;1.0;13.0
2020;Feijó;1200302;ESC EDSON TAVARES DA SILVA;12030732;3;2;0.0;RIO PARANA DO OURO - SERINGAL BOM PRINCIPIO;;0.0;0.0;0.0;1.0;7.0
2020;Feijó;1200302;ESC ANTONIO BARROSO RODRIGUES;12030740;3;2;0.0;RIO PARANA DO OURO , SERINGAL FLORESTA, COLONIA FO;;0.0;0.0;0.0;1.0;7.0
2020;Feijó;1200302;ESC INDIGENA HUNI KUI YUBE;12031640;2;2;2.0;ALDEIA NOVA ESPERANCA - BAIXO RIO ENVIRA;;0.0;0.0;0.0;1.0;52.0
2020;Feijó;1200302;ESC INDIGENA DE ENSINO MEDIO HUNI KUI NIA IBU ISAKA;12031909;2;2;2.0;ALDEIA BELO MONTE - BAIXO RIO ENVIRA;ZONA RURAL;0.0;0.0;0.0;1.0;51.0
2020;Feijó;1200302;ESC INDIGENA SHETEHU SHANENAWA;12031917;2;2;2.0;ALDEIA 40 - BR 364 KM 06, TRECHO FEIJO/TARAUACA;;0.0;0.0;0.0;1.0;20.0
2020;Feijó;1200302;ESC INDIGENA DOUTOR KULINA;12032395;2;2;2.0;ALDEIA MARONAWA- ALTO RIO ENVIRA;ZONA RURAL;0.0;0.0;0.0;1.0;24.0
2020;Feijó;1200302;ESC INDIGENA KESHUANI SHANENAWA;12032751;2;2;2.0;ALDEIA SHANEKAYA TECHO FEIJO TARAUACA;TI ALDEIA SHANEKAYA;0.0;0.0;0.0;1.0;40.0
2020;Feijó;1200302;ESC INDIGENA DANIEL ASHANINKA;12032760;2;2;2.0;TERRA INDIGENA ISOLADOS;ALDEIA REMANSO;0.0;0.0;0.0;1.0;26.0
2020;Feijó;1200302;ESC INDIGENA TXANA;12032794;2;2;2.0;TERRA INDIGENA ALDEIA DO CARDOZO;;0.0;0.0;0.0;1.0;22.0
2020;Feijó;1200302;ESC INDIGENA CORACAO DA FLORESTA;12033146;2;2;2.0;TERRA INGENA KATUKINA BR 364 KM 15 FEIJO/TARAUACA;ALDEIA CORACAO DA FL;0.0;0.0;0.0;1.0;43.0
2020;Feijó;1200302;ESC INDIGENA BOM FUTURO;12033316;2;2;2.0;ALDEIA VINTE E UM TERRA INDIGENA KAMPA E ISOLADO;ALTO RIO ENVIRA;0.0;0.0;0.0;1.0;20.0
2020;Feijó;1200302;ESC INDIGENA TXANA TUWE BENA YSAKA;12033731;2;2;2.0;TERRA INDIGENA TI KAXINAWA DE NOVA OLINDA - ALDEIA;ALTO RIO ENVIRA;0.0;0.0;0.0;1.0;80.0
2020;Feijó;1200302;ESC INDIGENA TXANA HUNI KENEYA;12033740;2;2;2.0;TERRA INDIGENA KATUKINA KM 13 SENTIDO FEIJO/TARAUA;ALDEIA 02 IRMAOS;0.0;0.0;0.0;1.0;50.0
2020;Feijó;1200302;ESC INDIGENA ANTONIO CARIOCA WIXI TAPIMATI;12033758;2;2;2.0;TERRA INDIGENA KATUKINA/KAXINAWA ALDEIA SHANAIHU;BAIXO RIO ENVIRA;0.0;0.0;0.0;1.0;32.0
2020;Feijó;1200302;ESC INDIGENA CORONEL KAMADSU KULINA;12033766;2;2;2.0;TERRA INDIGENA KULINA - ALDEIA TIJELA;ALTO RIO ENVIRA;0.0;0.0;0.0;1.0;20.0
2020;Feijó;1200302;ESC INDIGENA BEJAMIM KAMPA;12033774;2;2;2.0;TERRA INDIGENA KAMPA ISOLADOS ALDEIA RIOZINHO;ALTO RIO ENVIRA;0.0;0.0;0.0;1.0;14.0
2020;Feijó;1200302;ESC INDIGENA SAYAVANE SHANENAWA;12033782;2;2;0.0;TERRA INDIGENA;;0.0;0.0;0.0;1.0;17.0
2020;Feijó;1200302;ESC ANTONIO URCEZINO DE CASTRO LIMA;12033855;3;2;0.0;SERINGAL OUVIDOR ALTO RIO ENVIRA;;1.0;0.0;0.0;0.0;20.0
2020;Feijó;1200302;MARIA IDALINA DOS SANTOS;12033863;3;2;0.0;IGARAPE DIABINHO;;0.0;0.0;0.0;1.0;8.0
2020;Feijó;1200302;ESC INFANTIL MENINO JESUS;12037826;3;1;0.0;RUA 21 DE DEZEMBRO;ESCOLA;1.0;0.0;0.0;0.0;155.0
2020;Feijó;1200302;ESC PROFESSORA JOSEFA FERREIRA LEITAO;12041220;3;2;0.0;SERINGAL NAZARE - ALTO RIO ENVIRA;IGARAPE ENGANOSO;1.0;0.0;0.0;0.0;15.0
2020;Feijó;1200302;ESC INDIGENA HUNI KUI BUSE;12045020;2;2;2.0;ALDEIA NOVA ESPERANCA;ZONA RURAL;0.0;0.0;0.0;1.0;14.0
2020;Feijó;1200302;ESC PROFESSOR ANTONIO CHARLES VIANA DE SOUZA;12045225;3;2;0.0;RIO PARANA DO OURO - SERINGAL BOM PRINCIPIO;COLONIA TABOCAL;0.0;1.0;0.0;0.0;11.0
2020;Feijó;1200302;ESC SAO JORGE;12065226;3;2;0.0;RIO JURUPARI - SERINGAL HUMAITA;COL. ZE DO REIS;0.0;1.0;0.0;0.0;15.0
2020;Feijó;1200302;ESC SAO JOAO;12067229;3;2;0.0;RIO JURUPARI - SERINGAL ENGENHO;;0.0;1.0;0.0;0.0;48.0
2020;Feijó;1200302;ESC SANTA MARIA DA LIBERDADE;12067237;3;2;0.0;RIO JURUPARI - SERINGAL MASSIPIRA;;0.0;1.0;0.0;0.0;29.0
2020;Feijó;1200302;ESC SANTO EXPEDITO;12067245;3;2;0.0;RIO JURUPARI - SERINGAL NOVO ORIENTE;;0.0;0.0;0.0;1.0;43.0
2020;Feijó;1200302;ESC SAO FRANCISCO;12068233;3;2;0.0;BAIXO RIO ENVIRA - SERINGAL VOLTA GRANDE;;0.0;1.0;0.0;0.0;30.0
2020;Feijó;1200302;ESC NOSSA SENHORA DE FATIMA;12069221;3;2;0.0;SERINGAL BERLIM RAMAL DO HEBE;BEIRA DO BOI;1.0;0.0;0.0;0.0;18.0
2020;Feijó;1200302;ESC SAO MIGUEL;12069230;3;2;0.0;RIO JURUPARI - SERINGAL TRACOA;;0.0;1.0;0.0;0.0;67.0
2020;Feijó;1200302;ESC SANTA MARTA;12069248;3;2;0.0;IGARAPE DIABINHO COLONIA SANTO CRISTO;;0.0;0.0;0.0;1.0;12.0
2020;Feijó;1200302;ESC JOAO PAULO II;12071226;3;2;0.0;BAIXO RIO ENVIRA - SERINGAL BOM JARDIM;;0.0;1.0;0.0;0.0;40.0
2020;Feijó;1200302;ESC INDIGENA PEKURUNI SHANENAWA;12130222;2;2;2.0;ALDEIA VITORIA, BR 364 KM 09, TRECHO FEIJO/RIO BRA;;0.0;0.0;0.0;1.0;32.0
2020;Feijó;1200302;ESC INDIGENA SHANENAWA;12131229;2;2;2.0;ALDEIA SHANENAWA - BR 364 KM 04, TRECHO FEIJO/TARA;ZONA RURAL;1.0;0.0;0.0;0.0;46.0
2020;Jordão;1200328;ESC ALBIA PINHEIRO DO VALE;12005070;3;2;0.0;SERINGAL GUARAMIRANGA;;0.0;0.0;0.0;1.0;25.0
2020;Jordão;1200328;ESC AMAZILIO SAMPAIO;12005088;3;2;0.0;SERINGAL REDENCAO;;0.0;0.0;0.0;1.0;49.0
2020;Jordão;1200328;ESC AMELIA GONCALVES DE FARIAS;12005096;3;2;0.0;SERINGAL REMANSO;;0.0;0.0;0.0;1.0;34.0
2020;Jordão;1200328;ESC ATALIBA XIMENES ARAGAO;12005100;3;2;0.0;SERINGAL NOVO PORTO;;0.0;0.0;0.0;1.0;69.0
2020;Jordão;1200328;ESC INDIGENA BELO MONTE;12005118;2;2;2.0;ALDEIA BELO MONTE;;0.0;0.0;0.0;1.0;47.0
2020;Jordão;1200328;ESC BERNARDO ABDON DA SILVA;12005126;3;1;0.0;RUA CARLOS GONCALVES DE FARIAS;PREDIO;1.0;0.0;0.0;0.0;433.0
2020;Jordão;1200328;ESC CORONEL FLORENCIO DA CUNHA;12005142;3;2;0.0;SERINGAL ALAGOAS;;0.0;1.0;0.0;0.0;54.0
2020;Jordão;1200328;FRANCISCO PERES BAYMA;12005185;3;2;0.0;SERINGAL SANTA CRUZ;;0.0;0.0;0.0;1.0;29.0
2020;Jordão;1200328;ESC GRASIELA MELO FREIRE;12005193;3;2;0.0;SERINGAL JAMINAWA;;0.0;0.0;0.0;1.0;31.0
2020;Jordão;1200328;ESC INDIGENA LUA NOVA;12005231;3;2;2.0;ALDEIA CANAFISTA;PREDIO;0.0;0.0;0.0;1.0;69.0
2020;Jordão;1200328;ESC MANOEL RODRIGUES DE FARIAS;12005240;2;1;0.0;RUA TADEU TEIXEIRA DE ALBUQUERQUE;;1.0;0.0;0.0;0.0;318.0
2020;Jordão;1200328;ESC MARIA CORREIA;12005258;3;2;0.0;SERINGAL SAO JOAO;;1.0;0.0;0.0;0.0;52.0
2020;Jordão;1200328;ESC NOSSA SENHORA DA LUZ;12005282;3;2;0.0;SERINGAL MATO GROSSO;;0.0;0.0;0.0;1.0;24.0
2020;Jordão;1200328;ESC NOSSA SENHORA DE GUADALUPE;12005290;3;2;0.0;SERINGAL NAZARE;;0.0;1.0;0.0;0.0;35.0
2020;Jordão;1200328;ESC ODILIA DOURADO;12005304;3;2;0.0;SERINGAL DUAS NACOES;;0.0;0.0;0.0;1.0;25.0
2020;Jordão;1200328;ESC OSCAR SOARES DE OLIVEIRA;12005312;3;2;0.0;SERINGAL XAPURI;;0.0;0.0;0.0;1.0;14.0
2020;Jordão;1200328;ESC OSSAN GAVIAO;12005320;3;2;0.0;SERINGAL SAO LUIZ;;0.0;0.0;0.0;1.0;16.0
2020;Jordão;1200328;ESC RAIMUNDA LIMA ARAGAO;12005339;3;2;0.0;SERINGAL SAO FRANCISCO;;0.0;0.0;0.0;1.0;17.0
2020;Jordão;1200328;ESC SANTO ONOFRE;12005363;3;2;0.0;SERINGAL IRACEMA;PREDIO;0.0;0.0;0.0;1.0;16.0
2020;Jordão;1200328;ESC SAO SEBASTIAO;12005371;3;2;0.0;SERINGAL REVISAO;;0.0;0.0;0.0;1.0;15.0
2020;Jordão;1200328;ESC INDIGENA BOA ESPERANCA;12018600;2;2;2.0;ALDEIA INDEPENDENCIA;;0.0;0.0;0.0;1.0;46.0
2020;Jordão;1200328;ESC INDIGENA SANTA ROSA MISTICA;12018627;3;2;2.0;ALDEIA NOVA FORTALEZA;PREDIO;0.0;0.0;0.0;1.0;32.0
2020;Jordão;1200328;ESC SANTA MARIA II;12018635;3;2;0.0;SERINGAL SAO JOAO;;1.0;0.0;0.0;0.0;33.0
2020;Jordão;1200328;ESC INDIGENA NOSSA SENHORA DO PERPETUO SOCORRO;12018643;3;2;2.0;ALDEIA BOA VISTA;PREDIO;0.0;0.0;0.0;1.0;58.0
2020;Jordão;1200328;ESC INDIGENA ALTO DO BODE;12018848;2;2;2.0;ALDEIA CHICO CURUMIM;ALDEIA INDIGENA;0.0;0.0;0.0;1.0;52.0
2020;Jordão;1200328;ESC SANTA LUZIA;12020001;3;2;0.0;SERINGAL CAMUCIM;;0.0;0.0;0.0;1.0;41.0
2020;Jordão;1200328;ESC INDIGENA REINO DA FLORESTA;12020010;3;2;2.0;ALDEIA SAO JOAQUIM - BAIXO RIO JORDAO;;0.0;0.0;0.0;1.0;24.0
2020;Jordão;1200328;ESC INDIGENA BOM FUTURO DE TECNICA;12020710;2;2;2.0;ALDEIA PAO SAGRADO;ALDEIA INDIGENA;0.0;0.0;0.0;1.0;25.0
2020;Jordão;1200328;ESC INDIGENA BOM JARDIM;12020753;3;2;2.0;ALDEIA ASTRO LUMINOSO;PREDIO;0.0;0.0;0.0;1.0;65.0
2020;Jordão;1200328;ESC INDIGENA NOSSA SENHORA DA PAZ;12020761;3;2;2.0;ALDEIA NOVA EMPRESA;;0.0;0.0;0.0;1.0;19.0
2020;Jordão;1200328;ESC INDIGENA RAIZ;12020770;3;2;2.0;ALDEIA ALTAMIRA;;1.0;0.0;0.0;0.0;71.0
2020;Jordão;1200328;ESC INDIGENA SANTA MARIA I;12020796;3;2;2.0;ALDEIA BARI;PREDIO;0.0;0.0;0.0;1.0;32.0
2020;Jordão;1200328;ESC INDIGENA SANTA JULIA BILLIART;12022667;3;2;2.0;ALDEIA BOA ESPERANCA - ALTO RIO JORDAO;;0.0;0.0;0.0;1.0;27.0
2020;Jordão;1200328;ESC JOSE REGINALDO DA ROCHA;12022764;3;2;0.0;SERINGAL BOA VISTA;;0.0;0.0;0.0;1.0;12.0
2020;Jordão;1200328;ESC DEUS SEJA LOUVADO;12022780;3;2;0.0;SERINGAL TABOCAL;;0.0;0.0;0.0;1.0;19.0
2020;Jordão;1200328;ESC MARINA MARINHO;12022799;3;2;0.0;SERINGAL DOURO;PREDIO;0.0;0.0;0.0;1.0;10.0
2020;Jordão;1200328;ESC INDIGENA AVE MARIA;12025410;3;2;2.0;ALDEIA BELA VISTA - ALTO RIO JORDAO;;0.0;0.0;0.0;1.0;39.0
2020;Jordão;1200328;ESC INDIGENA SAO FRANCISCO;12025429;3;2;2.0;ALDEIA MORADA NOVA;PREDIO;0.0;0.0;0.0;1.0;41.0
2020;Jordão;1200328;ESC INDIGENA CENTRAL DA FLORESTA;12025437;3;2;2.0;ALDEIA TRES FAZENDA;PREDIO;0.0;0.0;0.0;1.0;30.0
2020;Jordão;1200328;ESC INDIGENA SAO VICENTE;12025445;3;2;2.0;ALDEIA NOVA EXTREMA;;0.0;0.0;0.0;1.0;44.0
2020;Jordão;1200328;ESC CRECHE CRIANCA FELIZ;12025453;3;1;0.0;RUA ILMAR GALVAO;;1.0;0.0;0.0;0.0;164.0
2020;Jordão;1200328;ESC PRE ESCOLAR 12 DE OUTUBRO;12025461;3;1;0.0;RUA CARLOS GONCALVES DE FARIAS;;1.0;0.0;0.0;0.0;171.0
2020;Jordão;1200328;ESC INDIGENA CORACAO DE JESUS;12027162;3;2;2.0;ALDEIA VERDE FLORESTA;PREDIO;0.0;0.0;0.0;1.0;24.0
2020;Jordão;1200328;ESC INDIGENA PADRE HUMBERTO;12027170;3;2;2.0;ALDEIA BOM JESUS;CASA;0.0;0.0;0.0;1.0;30.0
2020;Jordão;1200328;ESC INDIGENA CORACAO DE MARIA;12027189;3;2;2.0;ALDEIA SACADO;PREDIO;0.0;0.0;0.0;1.0;21.0
2020;Jordão;1200328;ESC INDIGENA NOVO PENSAMENTO;12027197;3;2;2.0;ALDEIA PAO SAGRADO;PREDIO;0.0;0.0;0.0;1.0;13.0
2020;Jordão;1200328;ESC JOSE MARINHO;12028010;3;2;0.0;SERINGAL MARAJA;;0.0;0.0;0.0;1.0;17.0
2020;Jordão;1200328;ESC INDIGENA INSTITUTO SAO JOSE;12028215;3;2;2.0;ALDEIA NOVA ALIANCA;CASA;0.0;0.0;0.0;1.0;47.0
2020;Jordão;1200328;ESC INDIGENA ALFREDO SUEIRO SALES;12029017;3;2;2.0;ALDEIA NOVO NATAL;PREDIO;0.0;1.0;0.0;0.0;23.0
2020;Jordão;1200328;ESC INDIGENA BIBLIA SAGRADA;12029025;3;2;2.0;ALDEIA FLOR DA FLORESTA;PREDIO;0.0;0.0;0.0;1.0;13.0
2020;Jordão;1200328;ESC FRANCISCO FERNANDES DE CARVALHO;12029033;3;2;0.0;SERINGAL ITATINGA;;0.0;0.0;0.0;1.0;23.0
2020;Jordão;1200328;ESC FRANCISCO TURIANO DE FARIAS;12029670;3;2;0.0;SERINGAL SAO VICENTE;;0.0;0.0;0.0;1.0;19.0
2020;Jordão;1200328;ESC JAIRO DE FIGUEIREDO MELO;12030155;2;1;0.0;RUA TADEU TEIXEIRA DE ALBUQUERQUE;;1.0;0.0;0.0;0.0;422.0
2020;Jordão;1200328;ESC INDIGENA FRANCISCO FELIX;12030503;3;2;2.0;ALDEIA FLOR DA MATA;PREDIO;0.0;0.0;0.0;1.0;14.0
2020;Jordão;1200328;ESC INDIGENA JOAO SERENO BANE;12031542;3;2;2.0;ALDEIA PAO SAGRADO;CASA;0.0;0.0;0.0;1.0;19.0
2020;Jordão;1200328;ESC INDIGENA LUIZ SERENO;12031550;3;2;2.0;ALDEIA NOVO LUGAR;;0.0;0.0;0.0;1.0;19.0
2020;Jordão;1200328;ESC INDIGENA RAIZ DA TERRA;12031569;3;2;2.0;ALDEIA NOVA MINA;;0.0;0.0;0.0;1.0;22.0
2020;Jordão;1200328;ESC INDIGENA ROMAO SALES;12031577;3;2;2.0;ALDEIA CHICO KURUMI;PREDIO;0.0;0.0;0.0;1.0;14.0
2020;Jordão;1200328;ESC INDIGENA SANTO ANTONIO;12031585;3;2;2.0;ALDEIA NOVA CACHOEIRA;;0.0;0.0;0.0;1.0;35.0
2020;Jordão;1200328;ESC INDIGENA SAO JOSE;12031593;3;2;2.0;ALDEIA BOM FUTURO;CASA;0.0;1.0;0.0;0.0;23.0
2020;Jordão;1200328;ESC INDIGENA SEJA BEM VINDO;12031615;3;2;2.0;ALDEIA NOVA UNIAO;PREDIO;0.0;0.0;0.0;1.0;55.0
2020;Jordão;1200328;CRECHE VIRGINIA RODRIGUES DE ARAUJO;12032034;3;2;0.0;SERINGAL NOVO PORTO;;0.0;0.0;0.0;1.0;27.0
2020;Jordão;1200328;ESC INDIGENA BIXI;12032158;3;2;2.0;ALDEIA MAE BENA;PREDIO;0.0;0.0;0.0;1.0;30.0
2020;Jordão;1200328;ESC INDIGENA BOM LUGAR;12032557;3;2;2.0;ALDEIA NOVO CORACAO - ALTO RIO JORDAO;;0.0;0.0;0.0;1.0;26.0
2020;Jordão;1200328;ESC INDIGENA RAINHA;12033006;3;2;2.0;ALDEIA REINO DA ESTRELA;;0.0;0.0;0.0;1.0;18.0
2020;Jordão;1200328;ESC ZAIDA DE MELO FREIRE VIANA;12033197;2;2;0.0;SERINGAL JAMINAWA BAIXO RIO TARAUACA;;0.0;0.0;0.0;1.0;252.0
2020;Jordão;1200328;ESC FRANCISCA BATISTA;12033820;3;2;0.0;SERINGAL BOA VISTA;;0.0;0.0;0.0;1.0;28.0
2020;Jordão;1200328;ESC ERNESTO NONATO DA SILVA;12040428;3;2;0.0;SERINGAL SAO JOAO PONTE DE BALSO;;1.0;0.0;0.0;0.0;37.0
2020;Jordão;1200328;ESC INDIGENA JARDIM DA FLORESTA;12072222;3;2;2.0;ALDEIA CORACAO DA FLORESTA;;0.0;0.0;0.0;1.0;20.0
2020;Jordão;1200328;ESC INDIGENA ESPIRITO DA FLORESTA;12073229;3;2;2.0;ALDEIA NOVO SEGREDO;PREDIO;0.0;0.0;0.0;1.0;45.0
2020;Mâncio Lima;1200336;ESC GLORIA SORIANO ROSAS;12000655;3;2;0.0;BELO MONTE;;1.0;0.0;0.0;0.0;103.0
2020;Mâncio Lima;1200336;ESC SAO FRANCISCO;12001791;2;1;0.0;AV JAPIIM;2 ANDAR;1.0;0.0;0.0;0.0;512.0
2020;Mâncio Lima;1200336;ESC 1º DE MAIO;12001805;2;2;0.0;RUA JOSE DIAS;;1.0;0.0;0.0;0.0;397.0
2020;Mâncio Lima;1200336;ESC INDIGENA IXUBAY RABUI PUYANAWA;12001821;2;2;2.0;AREA INDIGENA PUYANAWA;TERRA INDIGENA PUYAN;1.0;0.0;0.0;0.0;217.0
2020;Mâncio Lima;1200336;ESC 15 DE JUNHO;12001848;3;2;1.0;COMUNIDADE TIMBAUBA- RIO MOA;;0.0;0.0;0.0;1.0;22.0
2020;Mâncio Lima;1200336;ESC 7 DE SETEMBRO;12001872;3;2;0.0;COMUNIDAD CONCEICAO DE CIMA - RIO MOA;;0.0;0.0;0.0;1.0;29.0
2020;Mâncio Lima;1200336;ESC ANTONIO OLIVEIRA DANTAS;12001945;2;1;0.0;RUA DOM JOSE HASCHER;ESTABELECIMENTO;1.0;0.0;0.0;0.0;548.0
2020;Mâncio Lima;1200336;ESC ARTUR LEBRE;12001953;3;2;0.0;AVENIDA JAPIIM;ESCOLA;1.0;0.0;0.0;0.0;225.0
2020;Mâncio Lima;1200336;ESC BELARMINO DE MENDONCA;12001961;2;1;0.0;AV JAPIIM;PREDIO;1.0;0.0;0.0;0.0;352.0
2020;Mâncio Lima;1200336;ESC ESTEVAO BERNARDO DE SOUZA;12001996;3;2;0.0;COMUNIDADE DO LIMAO;;0.0;0.0;0.0;1.0;9.0
2020;Mâncio Lima;1200336;ESC FRANCISCO MILITAO DE MELO;12002003;3;2;0.0;RIO MOA;;0.0;0.0;0.0;1.0;23.0
2020;Mâncio Lima;1200336;ESC FRANCISCO FREIRE DE CARVALHO;12002046;2;1;0.0;RUA GUIOMARD PINHEIRO FREIRE RODRIGUES;PREDIO;1.0;0.0;0.0;0.0;414.0
