NU_ANO_CENSO;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;DS_ENDERECO;DS_COMPLEMENTO;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;QT_MAT_BAS
2022;Cruzeiro do Sul;1200203;ESC GOVERNADOR HUGO CARNEIRO;12000663;2;1;0.0;RUA SERGIPE;PREDIO ESCOLAR;1.0;0.0;0.0;0.0;582.0
2022;Cruzeiro do Sul;1200203;ESC HELENA NOBRE;12000671;3;2;0.0;COMUNIDADE VISTA ALEGRE;RIO JURUA MIRIM;1.0;0.0;0.0;0.0;62.0
2022;Cruzeiro do Sul;1200203;ESC HUMBERTO DE CAMPOS;12000701;2;2;0.0;BR 364, RAMAL 03;ESCOLA;1.0;0.0;0.0;0.0;216.0
2022;Cruzeiro do Sul;1200203;ESC JOAO KUBITSCHEK;12000736;2;1;0.0;AV 25 DE AGOSTO;PREDIO PROPRIO;1.0;0.0;0.0;0.0;584.0
2022;Cruzeiro do Sul;1200203;ESC JOAQUIM JOSE DA SILVA XAVIER;12000752;3;2;0.0;BR 364 RAMAL 05;;1.0;0.0;0.0;0.0;57.0
2022;Cruzeiro do Sul;1200203;ESC JOAQUIM NOGUEIRA;12000779;2;2;0.0;RIO LIBERDADE COMUNIDADE PERIQUITO;;0.0;1.0;0.0;0.0;283.0
2022;Cruzeiro do Sul;1200203;ESC JOSE DE ALENCAR;12000787;2;2;0.0;BR 364 RAMAL 02 SANTA LUZIA;ESCOLA;1.0;0.0;0.0;0.0;27.0
2022;Cruzeiro do Sul;1200203;ESC JOSE DE ANCHIETA;12000795;3;2;0.0;COMUNIDADE PERIQUITO;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;41.0
2022;Cruzeiro do Sul;1200203;ESC JOSE DO PATROCINIO;12000809;3;2;0.0;COMUNIDADE TATAJUBA;RIO JURUA;0.0;1.0;0.0;0.0;64.0
2022;Cruzeiro do Sul;1200203;ESC JULIO RODRIGUES MARTINS;12000825;3;2;0.0;ESTIRAO DOS NAUAS PRAIA GRANDE;PREDIO ESCOLAR;1.0;0.0;0.0;0.0;11.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA KATUKINA I;12000841;2;2;2.0;BR 364 TERRA INDIGENA CAMPINAS KATUKINA;ALDEIA;0.0;0.0;0.0;1.0;4.0
2022;Cruzeiro do Sul;1200203;ESC LUIZ ANTONIO MEIRIM PEDREIRA;12000876;2;1;0.0;AV 15 DE NOVEMBRO;;1.0;0.0;0.0;0.0;207.0
2022;Cruzeiro do Sul;1200203;ESC LUIZ FERREIRA;12000892;3;2;0.0;COMUNIDADE TRES BOCAS;;0.0;1.0;0.0;0.0;82.0
2022;Cruzeiro do Sul;1200203;ESC JUAREZ IBERNON;12000906;2;2;0.0;VILA SANTA LUZIA BR 364;ZONA;1.0;0.0;0.0;0.0;289.0
2022;Cruzeiro do Sul;1200203;ESC CIVICO-MILITAR MADRE ADELGUNDES BECKER;12000914;2;1;0.0;RUA SANTO ANTONIO;;1.0;0.0;0.0;0.0;1034.0
2022;Cruzeiro do Sul;1200203;ESC MANOEL BRAZ DE MELO;12000930;2;2;0.0;VILA ASSIS BRASIL;;1.0;0.0;0.0;0.0;370.0
2022;Cruzeiro do Sul;1200203;ESC MARCILIO NUNES RIBEIRO II;12000973;2;2;0.0;AVENIDA ANTENOR GUALBERTO;ESCOLA;1.0;0.0;0.0;0.0;126.0
2022;Cruzeiro do Sul;1200203;ESC MARIA DA CONCEICAO CASTRO LIMA;12001007;3;1;0.0;RUA DA PARAIBA;PREDIO;1.0;0.0;0.0;0.0;243.0
2022;Cruzeiro do Sul;1200203;ESC MARIA DE NAZARE SANTIAGO;12001015;2;2;0.0;AVENIDA 29 DE JUNHO;CASA;1.0;0.0;0.0;0.0;252.0
2022;Cruzeiro do Sul;1200203;ESC MAURICIO MAPPES BARROSO;12001031;2;2;0.0;BR 364- SERINGAL LIBERDADE - COMUNIDADE EXTREMA;ESCOLA;1.0;0.0;0.0;0.0;150.0
2022;Cruzeiro do Sul;1200203;ESC MUSTAFA ALMEIDA TOBU;12001066;2;1;0.0;AV LAURO MULLER;;1.0;0.0;0.0;0.0;245.0
2022;Cruzeiro do Sul;1200203;ESC NADIR MESSIAS CAMELI;12001074;3;2;0.0;BR 307- ESTRADA DO PENTECOSTES;;1.0;0.0;0.0;0.0;12.0
2022;Cruzeiro do Sul;1200203;ESC NORBERTO ASSUNCAO CAVALCANTE;12001104;2;2;0.0;BR-364 PROJETO SANTA LUZIA RAMAL 03;ESCOLA;1.0;0.0;0.0;0.0;118.0
2022;Cruzeiro do Sul;1200203;ESC NOSSA SENHORA DE NAZARE;12001112;3;2;0.0;BR 307 BADEJO DO MEIO;;1.0;0.0;0.0;0.0;41.0
2022;Cruzeiro do Sul;1200203;ESC NOSSA SENHORA DO PERPETUO SOCORRO;12001120;3;2;0.0;COMUNIDADE CARLOTA DE CIMA;RIO JURUA;0.0;1.0;0.0;0.0;7.0
2022;Cruzeiro do Sul;1200203;ESC OLAVO BILAC;12001139;2;2;0.0;PROJETO SANTA LUZIA BR 364;ESCOLA;1.0;0.0;0.0;0.0;252.0
2022;Cruzeiro do Sul;1200203;ESC PADRE MARCELINO CHAMPAGNAT;12001147;3;1;0.0;RUA DOS CANAMARIS;;1.0;0.0;0.0;0.0;398.0
2022;Cruzeiro do Sul;1200203;ESC PANTALEAO BUSSONS;12001155;3;2;0.0;COMUNIDADE TERRA FIRME;;0.0;1.0;0.0;0.0;26.0
2022;Cruzeiro do Sul;1200203;ESC PADRE CARLOS KUNZ;12001163;2;1;0.0;RUA FRAN PACHECO;;1.0;0.0;0.0;0.0;325.0
2022;Cruzeiro do Sul;1200203;ESC PADRE CRISTOVAO FREIRE ARNAUD;12001171;3;1;0.0;ESTRADA DO AEROPORTO KM 2;;1.0;0.0;0.0;0.0;305.0
2022;Cruzeiro do Sul;1200203;ESC PADRE DAMIAO;12001180;2;1;0.0;RUA DO REMANSO;PREDIO;1.0;0.0;0.0;0.0;353.0
2022;Cruzeiro do Sul;1200203;ESC PADRE EGON ENGEL;12001198;3;2;0.0;COMUNIDADE TERRA FIRME DE CIMA;;0.0;1.0;0.0;0.0;50.0
2022;Cruzeiro do Sul;1200203;ESC PADRE MANOEL DA NOBREGA I;12001201;3;2;1.0;BR 364 RIO LAGOINHA;;1.0;0.0;0.0;0.0;81.0
2022;Cruzeiro do Sul;1200203;ESC PEDRO FIRMINO DE OLIVEIRA;12001210;3;2;0.0;BR 364 RAMAL 07;;1.0;0.0;0.0;0.0;85.0
2022;Cruzeiro do Sul;1200203;ESC PLACIDO DE CASTRO;12001228;2;2;0.0;BR 307;ESCOLA;1.0;0.0;0.0;0.0;103.0
2022;Cruzeiro do Sul;1200203;ESC DIVINA PROVIDENCIA;12001236;2;1;0.0;AV 25 DE AGOSTO;PROXIMO AO 61 BIS;1.0;0.0;0.0;0.0;432.0
2022;Cruzeiro do Sul;1200203;ESC RAIMUNDO QUIRINO NOBRE;12001244;3;1;0.0;RUA FELIX GASPAR;;1.0;0.0;0.0;0.0;162.0
2022;Cruzeiro do Sul;1200203;ESC BEIJA FLOR;12001252;3;1;0.0;RUA PEDRO TELES;;1.0;0.0;0.0;0.0;180.0
2022;Cruzeiro do Sul;1200203;ESC PRESBITERIANA DE CRUZEIRO DO SUL;12001260;2;1;0.0;RUA SERGIPE;;1.0;0.0;0.0;0.0;609.0
2022;Cruzeiro do Sul;1200203;ESC PROFESSOR ANTONIO DE BARROS FREIRE;12001279;2;1;0.0;RUA JAMINAUAS;PREDIO;1.0;0.0;0.0;0.0;535.0
2022;Cruzeiro do Sul;1200203;ESCOLA MARIA DE NAZARE LIMA;12001295;3;1;0.0;AVENIDA 15 DE NOVEMBRO;;1.0;0.0;0.0;0.0;134.0
2022;Cruzeiro do Sul;1200203;ESC PROF QUITA;12001309;2;1;0.0;RUA 23 DE OUTUBRO;EM FRENTE O INCRA;1.0;0.0;0.0;0.0;251.0
2022;Cruzeiro do Sul;1200203;ESC RAINHA DA FLORESTA;12001317;2;2;0.0;BR 364, PROJETO SANTA LUZIA RAMAL 03 KM 30-COMUNIDADE SAO JOSE;ESCOLA;1.0;0.0;0.0;0.0;183.0
2022;Cruzeiro do Sul;1200203;ESC REGO BARROS;12001333;2;1;0.0;RUA PEDRO TELES;ESCOLA;1.0;0.0;0.0;0.0;162.0
2022;Cruzeiro do Sul;1200203;ESC JOAO BUSSONS;12001341;3;2;0.0;BR 364;SANTA LUZIA;1.0;0.0;0.0;0.0;310.0
2022;Cruzeiro do Sul;1200203;ESC RODRIGUES E SILVA;12001368;3;2;0.0;BR 364 RAMAL 02 COMUNIDADE ONCA;;1.0;0.0;0.0;0.0;83.0
2022;Cruzeiro do Sul;1200203;ESC RUI BARBOSA;12001392;3;1;0.0;AVENIDA RIO JURUA;PREDIO ESCOLAR;1.0;0.0;0.0;0.0;238.0
2022;Cruzeiro do Sul;1200203;ESC SAO FRANCISCO;12001406;2;2;0.0;RIO LIBERDADE COMUNIDADE PORTO ALEGRE;;0.0;0.0;0.0;1.0;146.0
2022;Cruzeiro do Sul;1200203;ESC ALFREDO SAID;12001414;3;2;0.0;COMUNIDADE RUSSAS VELHA - RIO VALPARAISO;;0.0;1.0;0.0;0.0;71.0
2022;Cruzeiro do Sul;1200203;ESC SANTA RITA;12001422;2;2;0.0;BR 364 KM 68-VILA LAGOINHA;ESCOLA SANTA RITA;1.0;0.0;0.0;0.0;243.0
2022;Cruzeiro do Sul;1200203;ESC SAO CRISTOVAO;12001430;3;2;0.0;ESTRADA DO IGARAPE PRETO - FAZENDA DO TOTA;ESCOLA;1.0;0.0;0.0;0.0;44.0
2022;Cruzeiro do Sul;1200203;ESC SAO JOSE;12001457;2;1;0.0;AV 17 DE NOVEMBRO;PREDIO;1.0;0.0;0.0;0.0;1211.0
2022;Cruzeiro do Sul;1200203;ESC SEBASTIANA SILENE VALENTE;12001490;2;2;0.0;BR 364 RAMAL 02;ESCOLA;1.0;0.0;0.0;0.0;106.0
2022;Cruzeiro do Sul;1200203;ESC SEGADAS VIANA;12001503;3;2;0.0;RAMAL DOS PAULINOS;ESCOLA;1.0;0.0;0.0;0.0;7.0
2022;Cruzeiro do Sul;1200203;ESC SANTA BARBARA;12001520;3;2;0.0;BR 307 COMUNIDADE SANTA MARIA;ESCOLA;1.0;0.0;0.0;0.0;25.0
2022;Cruzeiro do Sul;1200203;ESC SANTA LUZIA;12001554;2;2;0.0;SACADO DA ALEMANHA KM/14;ESCOLA;1.0;0.0;0.0;0.0;82.0
2022;Cruzeiro do Sul;1200203;ESC TANCREDO DE ALMEIDA NEVES I;12001570;3;2;0.0;BR - 364 RAMAL DO CARACAS;ZONA RURAL;1.0;0.0;0.0;0.0;74.0
2022;Cruzeiro do Sul;1200203;ESC TEODORICO MELO;12001589;3;2;0.0;COMUNIDADE MONTE CRISTO;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;53.0
2022;Cruzeiro do Sul;1200203;ESC THAUMATURGO DE AZEVEDO;12001597;3;1;0.0;RUA FLORIANO PEIXOTO;PREDIO;1.0;0.0;0.0;0.0;277.0
2022;Cruzeiro do Sul;1200203;ESC VISCONDE DO RIO BRANCO;12001627;2;2;0.0;RUA CAMINHO DO SABER-RAMAL OLIVENCA;ESCOLA;1.0;0.0;0.0;0.0;136.0
2022;Cruzeiro do Sul;1200203;ESC PADRE MARCELINO CHAMPAGNAT - INFANTIL;12001732;3;1;0.0;RUA RUI BARBOSA;ESCOLA;1.0;0.0;0.0;0.0;203.0
2022;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE ENSINO INFANTIL OSVALDO DALBUQUERQUE LIMA;12001740;3;1;0.0;AVENIDA GETULIO VARGAS;ESCOLA;1.0;0.0;0.0;0.0;249.0
2022;Cruzeiro do Sul;1200203;ESC JARDIM DE INFANCIA SAO FRANCISCO;12001759;3;1;0.0;RUA ESPIRITO SANTO;;1.0;0.0;0.0;0.0;160.0
2022;Cruzeiro do Sul;1200203;ESC MARECHAL HERMES DA FONSECA;12003280;3;2;0.0;COMUNIDADE PRAINHA II;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;63.0
2022;Cruzeiro do Sul;1200203;ESC MARGARIDA BATISTA DE LIMA;12018317;3;1;0.0;RUA DO PARA;PREDIO;1.0;0.0;0.0;0.0;192.0
2022;Cruzeiro do Sul;1200203;ESC RAIMUNDA DE CASTRO LEBRE;12019011;3;2;1.0;BR 364 RAMAL DO ZE ALVES;ZONA RURAL;1.0;0.0;0.0;0.0;71.0
2022;Cruzeiro do Sul;1200203;ESC SAO JOAO I;12020206;3;2;0.0;COMUNIDADE TARTARUGA;RIO VALPARAISO;0.0;1.0;0.0;0.0;28.0
2022;Cruzeiro do Sul;1200203;ESC NOSSA SENHORA APARECIDA;12020230;3;2;0.0;BR 364 RIO CROA;;1.0;0.0;0.0;0.0;65.0
2022;Cruzeiro do Sul;1200203;ESC DOM HENRIQUE RUTH;12020249;2;1;0.0;RUA DO PURUS;;1.0;0.0;0.0;0.0;1030.0
2022;Cruzeiro do Sul;1200203;ESC OLINDA NERI DA SILVA;12020486;3;2;1.0;BR 364 RAMAL FUNDIARIA;;1.0;0.0;0.0;0.0;27.0
2022;Cruzeiro do Sul;1200203;ESC ARTUR LEBRE II;12020494;3;2;0.0;COMUNIDADE PRAINHA I;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;26.0
2022;Cruzeiro do Sul;1200203;ESC JOAO MARIA DE SOUZA MENDONCA;12020540;3;2;0.0;BR - 364 RAMAL 11;;1.0;0.0;0.0;0.0;73.0
2022;Cruzeiro do Sul;1200203;ESC JOSE SARAIVA DE FREITAS;12020656;3;2;1.0;BR - 364 - RAMAL 13;;1.0;0.0;0.0;0.0;64.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA KATUKINA II;12020664;2;2;2.0;BR 364 TERRA INDIGENA CAMPINAS;ALDEIA CAMPINA;0.0;0.0;0.0;1.0;12.0
2022;Cruzeiro do Sul;1200203;ESC PEDRO BENICIO;12020672;2;2;0.0;BR 364 PROJETO SANTA LUZIA-RAMAL 03;;1.0;0.0;0.0;0.0;19.0
2022;Cruzeiro do Sul;1200203;ESC MARIA TEREZINHA DE JESUS SAAVEDRA;12021890;3;1;0.0;RUA NILO PECANHA;ESCOLA;1.0;0.0;0.0;0.0;134.0
2022;Cruzeiro do Sul;1200203;ESC SANTA LUZIA;12021911;3;2;0.0;COMUNIDADE SANTA LUZIA- RIO VALPARAISO;RIO VALPARAISO;0.0;1.0;0.0;0.0;106.0
2022;Cruzeiro do Sul;1200203;ESC ARTHUR MAIA DE CARVALHO;12021920;3;1;0.0;RUA SOLIMOES;;1.0;0.0;0.0;0.0;184.0
2022;Cruzeiro do Sul;1200203;ESC RAIMUNDA DE OLIVEIRA AMORIM;12021938;3;2;0.0;BR 307 COMUNIDADE BOA VISTA;;1.0;0.0;0.0;0.0;29.0
2022;Cruzeiro do Sul;1200203;ESC FRANCISCA MARIA DE SOUZA;12021954;3;2;0.0;COMUNIDADE PATOA;;0.0;1.0;0.0;0.0;22.0
2022;Cruzeiro do Sul;1200203;ESC MARIA LIMA DE SOUZA;12021962;2;1;0.0;RUA AMAZONAS;PROXIMO AO POSTO;1.0;0.0;0.0;0.0;223.0
2022;Cruzeiro do Sul;1200203;ESC DARCY BEZERRA;12023183;3;1;0.0;AVENIDA 25 DE AGOSTO;;1.0;0.0;0.0;0.0;453.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA JOAO DAMIAO;12023248;2;2;2.0;BR 364 TERRA INDIGENA CAMPINAS KATUKINA;ALDEIA;0.0;0.0;0.0;1.0;5.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA FRANCISCO DE ASSIS SATANAWA;12023256;2;2;2.0;BR 364 TERRA INDIGENA CAMPINAS KATUKIANAS;ALDEIA;0.0;0.0;0.0;1.0;7.0
2022;Cruzeiro do Sul;1200203;ESC PADRE MANOEL DA NOBREGA II;12023302;3;2;0.0;BR 364 RAMAL 07;;1.0;0.0;0.0;0.0;80.0
2022;Cruzeiro do Sul;1200203;ESC ELZIVANIA MENDONCA DA CONCEICAO;12025402;3;2;0.0;BR 364 RAMAL 06;;1.0;0.0;0.0;0.0;93.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE SANTA ROSA;12026492;3;2;0.0;AVENIDA RAIMUNDA NONATA DIAS DA SILVA;ESCOLA;1.0;0.0;0.0;0.0;114.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE MAJOLUNE;12026557;3;1;0.0;RUA CORONEL CARVALHO;IGREJA CATOLICA;1.0;0.0;0.0;0.0;159.0
2022;Cruzeiro do Sul;1200203;ESC DE ENSINO INFANTIL E FUNDAMENTAL JOIAS DE CRISTO;12026565;3;2;0.0;AGROVILA 02 - VILA ASSIS BRASIL - ESTRADA DO DERACRE;ESCOLA;1.0;0.0;0.0;0.0;182.0
2022;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL PROFESSORA FRANCISCA LIMA DA SILVA;12026603;3;2;0.0;AVENIDA 29 DE JUNHO;ESCOLA;1.0;0.0;0.0;0.0;180.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE AMIGUINHOS DE JESUS;12026620;3;1;0.0;CONJUNTO NOVO MIRITIZAL;;1.0;0.0;0.0;0.0;65.0
2022;Cruzeiro do Sul;1200203;ESC PROF SIDNEI VILELA;12027260;3;2;1.0;BR 364 RAMAL SAO FRANCISCO;;1.0;0.0;0.0;0.0;51.0
2022;Cruzeiro do Sul;1200203;ESC LEONILA LIMA;12027278;3;2;0.0;BR 364 SANTA LUZIA RAMAL DOS PARARURAIS;;1.0;0.0;0.0;0.0;33.0
2022;Cruzeiro do Sul;1200203;ESC PROFESSORA NEUZA BERNARDINO DE SOUZA;12027286;3;2;0.0;COMUNIDADE SIMPATIA;RIO JURUA;0.0;1.0;0.0;0.0;95.0
2022;Cruzeiro do Sul;1200203;ESC PROF MARLIZ SAMPAIO DE ABREU;12027294;3;2;0.0;BR 307 RAMAL DA BURITIRANA;ESCOLA;1.0;0.0;0.0;0.0;16.0
2022;Cruzeiro do Sul;1200203;ESC ESTEPHAN BARBARY;12027898;3;2;0.0;COMUNIDADE PRIMAVERA;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;31.0
2022;Cruzeiro do Sul;1200203;ESC NISE VARELA;12027901;3;1;0.0;AVENIDA RIO JURUA;AVENIDA RIO JURUA;1.0;0.0;0.0;0.0;221.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE IRMA MARIA SUSANA FERREIRA DE SOUZA;12027910;3;1;0.0;RUA SANTO ANTONIO;PREDIO;1.0;0.0;0.0;0.0;176.0
2022;Cruzeiro do Sul;1200203;ESC JOAQUIM DE PAULA;12027928;3;2;0.0;COMUNIDADE EXTREMA;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;25.0
2022;Cruzeiro do Sul;1200203;ESC VERISSIMO DE PAULA;12027944;3;2;0.0;COMUNIDADE ALDEOTA;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;39.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE MARGARIDA DA SILVA PEDREIRA;12027960;3;1;0.0;RUA MATO GROSSO;;1.0;0.0;0.0;0.0;172.0
2022;Cruzeiro do Sul;1200203;ESC MARIA CIDALIA CORREIA LIMA DE MESSIAS;12027979;3;1;0.0;RUA 23 DE OUTUBRO;;1.0;0.0;0.0;0.0;274.0
2022;Cruzeiro do Sul;1200203;ESC DJALMA CORREIA DA SILVA;12027987;3;2;0.0;COMUNIDADE CACHOEIRA DO ACAI;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;24.0
2022;Cruzeiro do Sul;1200203;ESC PROF MARIA CELIA DE OLIVEIRA;12027995;3;2;0.0;BR 364 RAMAL 03 FINAL;;1.0;0.0;0.0;0.0;69.0
2022;Cruzeiro do Sul;1200203;ESC JACINTO BARBOSA GONDIM;12028002;3;2;0.0;COMUNIDADE SANTO ANTONIO;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;50.0
2022;Cruzeiro do Sul;1200203;ESC IRMA DIANA;12028665;3;1;0.0;AVENIDA JOAQUIM TAVORA;ESCOLA PUBLICA;1.0;0.0;0.0;0.0;185.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE PADRE FREDERICO SIEGERS I;12028673;3;1;0.0;RUA MATO GROSSO;;1.0;0.0;0.0;0.0;105.0
2022;Cruzeiro do Sul;1200203;ESC INENCY MORORO DE OLIVEIRA;12029521;3;2;0.0;BR 307 PROJETO CINTURAO VERDE;;1.0;0.0;0.0;0.0;10.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE SAO FRANCISCO;12029530;3;1;0.0;AVENIDA RIO JURUA;;1.0;0.0;0.0;0.0;146.0
2022;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE ENSINO INFANTIL BRINQUEDOTECA;12029548;3;1;0.0;RUA ANTONIO COSTEIRA;ESCOLA;1.0;0.0;0.0;0.0;124.0
2022;Cruzeiro do Sul;1200203;ESC MAGIA DO SABER;12029718;2;2;0.0;BR 364 KM 125;ANT. ACAMP. CONSTRUM;1.0;0.0;0.0;0.0;305.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA PEDRO DE SOUZA WANINAWA;12030031;2;2;2.0;BR 364 TERRA INDIGENA CAMPINAS;ALDEIA;0.0;0.0;0.0;1.0;9.0
2022;Cruzeiro do Sul;1200203;ESC NOVO HORIZONTE;12030201;2;2;0.0;RIO LIBERDADE - FOZ DO FORQUILHA;;0.0;0.0;0.0;1.0;19.0
2022;Cruzeiro do Sul;1200203;ESC PRINCESA DA FLORESTA;12030210;2;2;1.0;BR 364-PROJETO TAQUARI;COMUNIDADE TAQUARI;1.0;0.0;0.0;0.0;114.0
2022;Cruzeiro do Sul;1200203;ESC FRANCISCO MACIEL CARDOZO;12030627;3;2;0.0;BR 364 ALTO CAMPINAS;SER. PORTO ALEGRE;1.0;0.0;0.0;0.0;42.0
2022;Cruzeiro do Sul;1200203;IFAC - CAMPUS CRUZEIRO DO SUL;12030937;1;1;0.0;ESTRADA DA APADEQ;RML FAZENDA MODELO;1.0;0.0;0.0;0.0;388.0
2022;Cruzeiro do Sul;1200203;ESC CENTRO DE FORMACAO E TECNOLOGIAS DA FLORESTA - CEFLORA;12031496;2;1;0.0;RUA PARANA;;1.0;0.0;0.0;0.0;160.0
2022;Cruzeiro do Sul;1200203;ESC OSCAR ALVES JUCA;12031712;3;2;0.0;BR 364 RAMAL 05;;1.0;0.0;0.0;0.0;49.0
2022;Cruzeiro do Sul;1200203;ESC AQUARIQUARA;12031780;2;2;0.0;RIO LIBERDADE - COMUNIDADE FORQUILHA;ESCOLA;0.0;0.0;0.0;1.0;11.0
2022;Cruzeiro do Sul;1200203;ESC ANTONIO RODRIGUES DA SILVA;12031798;2;2;0.0;RIO LIBERDADE COMUNIDADE PASSO DA PATRIA;ESCOLA;0.0;0.0;0.0;1.0;16.0
2022;Cruzeiro do Sul;1200203;ESC JOSE BERNARDO PINHEIRO;12031801;2;2;0.0;RIO LIBERDADE COMUNIDADE TRISTEZA;ESCOLA;0.0;1.0;0.0;0.0;14.0
2022;Cruzeiro do Sul;1200203;ESC SAO RAIMUNDO;12031810;2;2;0.0;RIO LIBERDADE IGARAPE MONTEIRO;ESCOLA;0.0;0.0;0.0;1.0;20.0
2022;Cruzeiro do Sul;1200203;ESC JOSE DA CONCEICAO;12031828;2;2;0.0;RIO LIBERDADE IGARAPE MONTEIRO;;0.0;0.0;0.0;1.0;14.0
2022;Cruzeiro do Sul;1200203;ESC MUNICIPAL DE ENSINO INFANTIL MADRE ANSELMA;12031976;3;1;0.0;AV. 25 DE AGOSTO;ESCOLA;1.0;0.0;0.0;0.0;399.0
2022;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE ENSINO BASICO ALFREDO SALES;12032492;3;2;0.0;PROJETO SANTA LUZIA - BR 364;;1.0;0.0;0.0;0.0;250.0
2022;Cruzeiro do Sul;1200203;ESC MARIA JOSE BEZERRA FONTES;12033120;3;2;1.0;BR 364 RAMAL DO JAMES;;1.0;0.0;0.0;0.0;26.0
2022;Cruzeiro do Sul;1200203;ESC ESCOLA NOVA BELO HORIZONTE;12033219;3;2;0.0;BR 364 BAIXO RIO CAMPINAS;;0.0;1.0;0.0;0.0;115.0
2022;Cruzeiro do Sul;1200203;ESC ESCOLA NOVA SAO LUIZ;12033227;3;2;0.0;COMUNIDADE SAO LUIZ;ESCOLA;1.0;0.0;0.0;0.0;6.0
2022;Cruzeiro do Sul;1200203;ESC ESCOLA NOVA PASSO FUNDO;12033235;3;2;0.0;PASSO FUNDO;ESCOLA;1.0;0.0;0.0;0.0;26.0
2022;Cruzeiro do Sul;1200203;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;12033537;2;1;0.0;BR 307;KM 01;1.0;0.0;0.0;0.0;706.0
2022;Cruzeiro do Sul;1200203;ESC CRUZEIRO DO SUL;12033570;2;2;0.0;BR 364 COMUNIDADE DO BOTO;ESCOLA;1.0;0.0;0.0;0.0;154.0
2022;Cruzeiro do Sul;1200203;ESC SAO SEBASTIAO;12033588;2;2;0.0;BR 364 CAMPINAS;ESCOLA;1.0;0.0;0.0;0.0;24.0
2022;Cruzeiro do Sul;1200203;ESC RAIMUNDO HENRIQUE DA COSTA;12033596;2;2;0.0;RIO LIBERDADE MORRO DA PEDRA;ESCOLA;0.0;0.0;0.0;1.0;12.0
2022;Cruzeiro do Sul;1200203;ESC COMUNIDADE TAPIRI;12033693;3;2;0.0;COMUNIDADE TAPIRI;ESCOLA;1.0;0.0;0.0;0.0;23.0
2022;Cruzeiro do Sul;1200203;ESC ESTIRAO DO SAO LUIZ;12033707;3;2;0.0;ESTIRAO DO SAO LUIZ;ESCOLA;0.0;0.0;0.0;1.0;24.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA PEO VARINAWA;12034380;2;2;0.0;LOCALIDADE;;0.0;0.0;0.0;1.0;6.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA NII WANINAWA;12034398;2;2;0.0;LOCALIDADE;;0.0;0.0;0.0;1.0;5.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE PROFESSORA MARIA EVANUZIA DOS SANTOS;12041823;3;2;0.0;BR 364 VILA LAGOINHA;CRECHE;1.0;0.0;0.0;0.0;98.0
2022;Cruzeiro do Sul;1200203;ESC UNIVERSO INFANTIL;12057223;2;2;0.0;ESTRADA DO PENTECOSTES S/N - VILA ASSIS BRASIL;PROX. POSTO SAUDE;1.0;0.0;0.0;0.0;134.0
2022;Cruzeiro do Sul;1200203;ESC CRECHE BOM JESUS;12087220;3;2;0.0;RAMAL BOCA DO MOA;;1.0;0.0;0.0;0.0;67.0
2022;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LUCILA LOPES LIMA;12088226;3;2;0.0;ESTRADA DO DERACRE -VILA ASSIS BRASIL;;1.0;0.0;0.0;0.0;67.0
2022;Cruzeiro do Sul;1200203;ESC LUIZ GONCALVES DA SILVA;12096229;3;2;0.0;COMUNIDADE BOA VISTA;RIO JURUA MIRIM;0.0;0.0;0.0;1.0;16.0
2022;Cruzeiro do Sul;1200203;ESC INDIGENA TAMAKAYA;12097225;2;2;2.0;BR 364 TERRA INDIGENA CAMPINAS KATUKINA;ALDEIA;1.0;0.0;0.0;0.0;238.0
