Ano;Região;UF;Municipio;CNPJ EEX;Código Escola;Escola;Localização;CNPJ UEX;Razão Social;DDD Telefone;Telefone;Email;Rede de Atendimento;Mandato Dirigente;Data Fim do Mandato;Data Atualização;Hora Atualização
2020;NORTE;AC;Rio Branco;'04033254000167;12040622;ESC ENCANTO DA FLORESTA;Rural;'12285202000106;COMITE EXECUTIVO CONSORCIO MONTE ALEGRE;68.0;99696141.0;;PARTICULAR;À VENCER;31/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12012424;ESC ERCILIA FEITOSA GOMES;Rural;'05870907000125;COMITE EXECUTIVO ERCILIA FEITOSA GOMES;68.0;99927553.0;;PARTICULAR;À VENCER;31/03/2028;24/04/2020;12:04:27
2020;NORTE;AC;Rio Branco;'04033254000167;12017620;ESC ESPERANCA DO POVO;Rural;'11492209000136;COMITE EXECUTIVO CONSORCIO ESPERANCA DO POVO;68.0;99363159.0;;PARTICULAR;À VENCER;31/03/2028;09/10/2020;01:10:18
2020;NORTE;AC;Rio Branco;'04033254000167;12029939;ESC ESTRELA DA FLORESTA;Rural;'11604282000152;COMITE EXECUTIVO CONSORCIO CENTRAL DO ESPALHA;68.0;35422358.0;;PARTICULAR;À VENCER;31/03/2028;27/10/2020;11:10:34
2020;NORTE;AC;Rio Branco;'04034583000122;12013110;ESC EUFROSINA SILVA OLIVEIRA;Urbana;'00670652000133;CONSELHO ESCOLAR/UEX PROFESSORA EUFROSINA SILVA OLIVEIRA;68.0;32289633.0;;PARTICULAR;VENCIDO;11/08/2025;17/03/2020;06:03:13
2020;NORTE;AC;Rio Branco;'04033254000167;12007706;ESC FABIO BEZERRA CAVALCANTE;Rural;'14200014000163;COMITE EXECUTIVO CONSORCIO ANJO DA GUARDA;66.0;36122838.0;;PARTICULAR;VENCIDO;01/02/2024;;
2020;NORTE;AC;Rio Branco;'04033254000167;12029700;ESC FABRICA DE ASAS URSFOC;Urbana;'50840317000104;COMITE EXECUTIVO FABRICA DE ASAS;;;;PARTICULAR;À VENCER;01/03/2027;;
2020;NORTE;AC;Rio Branco;'04033254000167;12128236;ESC FAMILIA AGRICOLA JEAN PIERRE MINGAN;Rural;'18035883000130;COMITE EXECUTIVO JEAN PIERRE MINGAN;68.0;92298016.0;;PARTICULAR;VENCIDO;08/08/2025;07/05/2020;10:05:03
2020;NORTE;AC;Rio Branco;'04033254000167;12003638;ESC FELICISSIMO NEGREIROS;Rural;'08048594000112;COMITE EXECUTIVO FELICISSIMO NEGREIROS;68.0;99786319.0;;PARTICULAR;À VENCER;31/03/2028;19/03/2020;12:03:17
2020;NORTE;AC;Rio Branco;'04033254000167;12012432;ESC FIGUEIRA;Rural;'12285234000101;COMITE EXECUTIVO CONSORCIO NOSSA SENHORA APARECIDA II;68.0;99672317.0;;PARTICULAR;À VENCER;31/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12010588;ESC FLAVIA BARROS PIMENTEL;Rural;'05349720000180;COMITE EXECUTIVO FLAVIA BARROS PIMENTEL;68.0;92543358.0;;PARTICULAR;À VENCER;31/03/2028;17/03/2020;04:03:08
2020;NORTE;AC;Rio Branco;'04033254000167;12000418;ESC FLODOARDO CABRAL;Urbana;'01456552000171;COMITE EXECUTIVO PROFESSOR FLODOARDO CABRAL;68.0;99988244.0;;PARTICULAR;À VENCER;31/03/2028;05/05/2020;12:05:53
2020;NORTE;AC;Rio Branco;'04033254000167;12030643;ESC FLOR DO CAMPO;Rural;'12057479000181;COMITE EXECUTIVO CONSORCIO LUZ DA PRIMAVERA;68.0;99696141.0;;PARTICULAR;À VENCER;31/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12017647;ESC FLOR DO OURO;Rural;'11488246000170;COMITE EXECUTIVO CONSORCIO BELO HORIZONTE;68.0;35422358.0;;PARTICULAR;À VENCER;31/03/2028;27/10/2020;12:10:26
2020;NORTE;AC;Rio Branco;'04033254000167;12012440;ESC FLORENTINA ESTEVES;Rural;'12272716000127;COMITE EXECUTIVO CONSORCIO FLORENTINA ESTEVES;68.0;99672317.0;;PARTICULAR;À VENCER;31/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12017655;ESC FLORESTA;Rural;'11488246000170;COMITE EXECUTIVO CONSORCIO BELO HORIZONTE;68.0;35422358.0;;PARTICULAR;À VENCER;31/03/2028;27/10/2020;12:10:26
2020;NORTE;AC;Rio Branco;'04033254000167;12012459;ESC FLORESTA;Rural;'12607694000109;COMITE EXECUTIVO CONSORCIO FLORESTA;68.0;99672317.0;;PARTICULAR;À VENCER;31/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12007757;ESC FONTENELE DE CASTRO;Urbana;'01193692000102;COMITE EXECUTIVO FONTENELE DE CASTRO;68.0;99744545.0;;PARTICULAR;À VENCER;01/08/2028;27/10/2020;10:10:08
2020;NORTE;AC;Rio Branco;'04034583000122;12013030;ESC FRANCISCA ARAGAO SILVA;Urbana;'04057688000105;CONSELHO ESCOLAR/UNIDADE EXECUTORA FRANCISCA ARAGAO;68.0;99283201.0;;PARTICULAR;À VENCER;17/06/2029;11/03/2020;10:03:37
2020;NORTE;AC;Rio Branco;'04033254000167;12007773;ESC FRANCISCO ADALTIVO BEZERRA;Rural;'14668855000108;COMITE EXECUTIVO CONSORCIO SAO SEBASTIAO;68.0;36122838.0;;PARTICULAR;VENCIDO;04/03/2024;;
2020;NORTE;AC;Rio Branco;'04034583000122;12019151;ESC FRANCISCO AUGUSTO BACURAU;Urbana;'02485573000188;CONSELHO ESCOLAR/UNIDADE EXECUTORA FRANCISCO AUGUSTO BACURAU;68.0;92336575.0;;PARTICULAR;À VENCER;16/06/2029;30/03/2020;04:03:53
2020;NORTE;AC;Rio Branco;'04033254000167;12022004;ESC FRANCISCO BRAGA DE SOUZA;Urbana;'03064465000102;COMITE EXECUTIVO FRANCISCO BRAGA DE SOUZA;68.0;33221366.0;;PARTICULAR;À VENCER;31/03/2028;19/03/2020;06:03:08
2020;NORTE;AC;Rio Branco;'04033254000167;12012483;ESC FRANCISCO CARNEIRO DE LIMA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04034583000122;12012335;ESC FRANCISCO DE PAULA LEITE OITICICA FILHO;Urbana;'00670680000150;CONSELHO ESCOLAR FRANCISCO DE PAULA LEITE O. FILHO;68.0;92032551.0;;PARTICULAR;À VENCER;14/06/2027;;
2020;NORTE;AC;Rio Branco;'04033254000167;12002046;ESC FRANCISCO FREIRE DE CARVALHO;Urbana;'01216711000160;COMITE EXECUTIVO FRANCISCO FREIRE DE CARVALHO;68.0;99973275.0;;PARTICULAR;À VENCER;30/03/2028;12/02/2020;05:02:25
2020;NORTE;AC;Rio Branco;'04033254000167;12003654;ESC FRANCISCO LINO RIBEIRO;Rural;'05649093000101;COMITE EXECUTIVO FRANCISCO LINO RIBEIRO;68.0;99292618.0;;PARTICULAR;À VENCER;31/03/2028;18/03/2020;02:03:58
2020;NORTE;AC;Rio Branco;'04033254000167;12007803;ESC FRANCISCO LUIZ PINHEIRO;Rural;'14199955000124;COMITE EXECUTIVO CONSORCIO LEONILIA VITORIANO DE AZEVEDO;68.0;36122838.0;;PARTICULAR;VENCIDO;03/06/2024;;
2020;NORTE;AC;Rio Branco;'04033254000167;12000612;ESC FRANCISCO MONTENEGRO BRAGA;Rural;'04201518000144;COMITE EXECUTIVO CONSORCIO PEDRO BENICIO;68.0;99536676.0;;PARTICULAR;À VENCER;31/03/2028;13/03/2020;01:03:21
2020;NORTE;AC;Rio Branco;'04033254000167;12031755;ESC FRANCISCO NAPOLEAO DE ARAUJO;Rural;'19874634000100;COMITE EXECUTIVO FRANCISCO NAPOLEAO DE ARAUJO;;;;PARTICULAR;À VENCER;31/03/2028;11/09/2020;03:09:55
2020;NORTE;AC;Rio Branco;'04033254000167;12004367;ESC FRANCISCO NUNES LEITAO;Urbana;'01221164000101;COMITE EXECUTIVO FRANCISCO NUNES LEITAO;68.0;99764599.0;;PARTICULAR;À VENCER;31/03/2028;23/04/2020;12:04:20
2020;NORTE;AC;Rio Branco;'04033254000167;12012505;ESC FRANCISCO SALGADO FILHO;Urbana;'01193748000110;COMITE EXECUTIVO FRANCISCO SALGADO FILHO;68.0;21021347.0;;PARTICULAR;À VENCER;31/03/2028;20/02/2020;04:02:08
2020;NORTE;AC;Rio Branco;'04033254000167;12004413;ESC FRANCISCO WLISSES DE MEDEIROS;Rural;'11657299000178;COMITE EXECUTIVO CONSORCIO FRANCISCO WLISSES DE MEDEIROS;68.0;81129776.0;;PARTICULAR;À VENCER;01/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12010189;ESC FRANKLIN ROOSEVELT;Urbana;'01201410000163;COMITE EXECUTIVO FRANKLIN ROOSEVELT;;;;PARTICULAR;À VENCER;31/03/2028;18/03/2020;12:03:31
2020;NORTE;AC;Rio Branco;'04033254000167;12032808;ESC FREI ANDRE MARIA FICARELLI;Urbana;'26255097000177;COMITE EXECUTIVO FREI ANDRE MARIA FICARELLI;68.0;99476616.0;;PARTICULAR;À VENCER;31/03/2028;23/03/2020;03:03:10
2020;NORTE;AC;Rio Branco;'04033254000167;12032468;ESC FREI HEITOR MARIA TURRINI;Urbana;'27174723000163;COMITE EXECUTIVO FREI HEITOR MARIA TURRINI;68.0;84265943.0;;PARTICULAR;À VENCER;31/03/2028;25/03/2020;10:03:22
2020;NORTE;AC;Rio Branco;'04034583000122;12022497;ESC FREI PELEGRINO DE LIMA;Urbana;'03348335000193;CONSELHO ESCOLAR/UNIDADE EXECUTORA FREI PELEGRINO DE LIMA;68.0;32252101.0;;PARTICULAR;VENCIDO;21/06/2025;06/03/2020;04:03:39
2020;NORTE;AC;Rio Branco;'04033254000167;12014354;ESC FREI THIAGO MARIA MATIOLLI;Urbana;'01230943000173;COMITE EXECUTIVO FREI THIAGO MARIA MATIOLLI;68.0;99524790.0;;PARTICULAR;À VENCER;31/07/2028;03/07/2020;03:07:42
2020;NORTE;AC;Rio Branco;'04033254000167;12017680;ESC GASTON DE OLIVEIRA;Rural;'11451177000120;COMITE EXECUTIVO CONSORCIO EDMUNDO PINTO;68.0;35422358.0;;PARTICULAR;À VENCER;31/03/2028;27/10/2020;10:10:05
2020;NORTE;AC;Rio Branco;'04033254000167;12000639;ESC GENERAL RONDON;Rural;'02842492000198;COMITE EXECUTIVO GENERAL RONDON;68.0;99953667.0;;PARTICULAR;VENCIDO;04/03/2024;21/10/2020;03:10:09
2020;NORTE;AC;Rio Branco;'04033254000167;12011797;ESC GEORGETE ELUAN KALUME;Urbana;'00672336000109;COMITE EXECUTIVO GEORGETE ELUAN KALUME;68.0;99948336.0;;PARTICULAR;À VENCER;31/03/2028;09/03/2020;11:03:48
2020;NORTE;AC;Rio Branco;'04033254000167;12006750;ESC GERALDO GURGEL DE MESQUITA;Rural;'11509920000156;COMITE EXECUTIVO CONSORCIO JUNTOS CONSTRUIMOS;68.0;36111125.0;;PARTICULAR;À VENCER;31/03/2028;27/07/2020;05:07:55
2020;NORTE;AC;Rio Branco;'04033254000167;12016438;ESC GETULIO VARGAS;Urbana;'01198513000111;COMITE EXECUTIVO GETULIO VARGAS;68.0;35463451.0;;PARTICULAR;À VENCER;31/03/2028;04/05/2020;01:05:02
2020;NORTE;AC;Rio Branco;'04033254000167;12031623;ESC GEZILDA DE FREITAS PAIXAO II;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12027758;ESC GLORIA PEREZ;Urbana;'05897646000137;COMITE EXECUTIVO GLORIA PEREZ;68.0;92122239.0;;PARTICULAR;À VENCER;31/03/2028;25/03/2020;07:03:33
2020;NORTE;AC;Rio Branco;'04033254000167;12005770;ESC GOVERNADOR EDMUNDO PINTO DE A NETO;Urbana;'01228087000111;COMITE EXECUTIVO EDMUNDO PINTO DE ALMEIDA NETO;68.0;99988594.0;;PARTICULAR;À VENCER;01/08/2028;25/06/2020;10:06:52
2020;NORTE;AC;Rio Branco;'04033254000167;12000663;ESC GOVERNADOR HUGO CARNEIRO;Urbana;'01190106000168;COMITE EXECUTIVO GOVERNADOR HUGO CARNEIRO;68.0;99796469.0;;PARTICULAR;À VENCER;31/03/2028;06/03/2020;12:03:50
2020;NORTE;AC;Rio Branco;'04033254000167;12091235;ESC GOVERNADOR JOSE AUGUSTO;Urbana;'12110194000167;COMITE EXECUTIVO GOVERNADOR JOSE AUGUSTO;68.0;99202026.0;;PARTICULAR;À VENCER;31/03/2028;18/03/2020;01:03:39
2020;NORTE;AC;Rio Branco;'04033254000167;12020605;ESC GUIOMAR PRADO;Rural;'11396164000104;COMITE EXECUTIVO CONSORCIO VITORIA;68.0;34621328.0;;PARTICULAR;À VENCER;31/03/2028;22/10/2020;01:10:49
2020;NORTE;AC;Rio Branco;'04034583000122;12026417;ESC HELIO MELO;Urbana;'04728535000134;CONSELHO ESCOLAR/UNIDADE EXECUTORA HELIO MELO;68.0;99350082.0;;PARTICULAR;VENCIDO;08/08/2025;04/03/2020;04:03:47
2020;NORTE;AC;Rio Branco;'04033254000167;12012564;ESC HENRIQUE LIMA;Urbana;'01187508000103;COMITE EXECUTIVO HENRIQUE LIMA;68.0;32251201.0;;PARTICULAR;À VENCER;31/03/2028;17/08/2020;07:08:45
2020;NORTE;AC;Rio Branco;'04033254000167;12007846;ESC HERMINIO PESSOA;Rural;'08929607000162;COMITE EXECUTIVO HERMINIO PESSOA;66.0;36122838.0;;PARTICULAR;À VENCER;31/03/2028;;
2020;NORTE;AC;Rio Branco;'04033254000167;12000701;ESC HUMBERTO DE CAMPOS;Rural;'02939071000180;COMITE EXECUTIVO HUMBERTO DE CAMPOS;68.0;99978855.0;;PARTICULAR;À VENCER;31/03/2028;27/04/2020;01:04:16
2020;NORTE;AC;Rio Branco;'04033254000167;12012017;ESC HUMBERTO SOARES DA COSTA;Urbana;'01201407000140;COMITE EXECUTIVO HUMBERTO SOARES DA COSTA;68.0;99793262.0;;PARTICULAR;À VENCER;31/03/2028;21/02/2020;04:02:20
2020;NORTE;AC;Rio Branco;'04033254000167;12031780;ESC IGARAPE FORQUILHA;Rural;'18951484000110;COMITE EXECUTIVO CONSORCIO JOAO CORDOVEZ;68.0;99882176.0;;PARTICULAR;À VENCER;31/03/2028;17/03/2020;02:03:29
2020;NORTE;AC;Rio Branco;'04034583000122;12043028;ESC ILSON ALVES RIBEIRO;Urbana;'11889923000162;CONSELHO ESCOLAR ILSON ALVES RIBEIRO;68.0;92411951.0;;PARTICULAR;À VENCER;11/06/2029;02/03/2020;04:03:11
2020;NORTE;AC;Rio Branco;'04033254000167;12004154;ESC IMACULADA CONCEICAO;Urbana;'01221119000157;COMITE EXECUTIVO IMACULADA CONCEICAO;68.0;99917406.0;;PARTICULAR;À VENCER;31/03/2028;29/10/2020;06:10:19
2020;NORTE;AC;Rio Branco;'04033254000167;12018848;ESC INDIGENA ALTO DO BODE;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12027022;ESC INDIGENA ANANAIA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12033758;ESC INDIGENA ANTONIO CARIOCA WIXI TAPIMATI;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12025364;ESC INDIGENA APUI;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12027103;ESC INDIGENA AUGUSTINHO VARELLA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12033774;ESC INDIGENA BEJAMIM KAMPA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12026891;ESC INDIGENA BELO HORIZONTE;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12005118;ESC INDIGENA BELO MONTE;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12021733;ESC INDIGENA BETEL;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12023337;ESC INDIGENA BIMI KAXINAWA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12023515;ESC INDIGENA BOCA DO NAZARE;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12033316;ESC INDIGENA BOM FUTURO;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12033146;ESC INDIGENA CORACAO DA FLORESTA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12033766;ESC INDIGENA CORONEL KAMADSU KULINA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12032760;ESC INDIGENA DANIEL ASHANINKA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12032395;ESC INDIGENA DOUTOR KULINA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12030635;ESC INDIGENA DUAS NACOES DOS ASHANINKA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12032000;ESC INDIGENA EMILIO PANDALIA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12005827;ESC INDIGENA ESTIRAO DO CAUCHO I;Rural;'05805914000143;COMITE EXECUTIVO ESTIRAO DO CAUCHO;68.0;34621328.0;;PARTICULAR;À VENCER;31/03/2028;28/10/2020;12:10:45
2020;NORTE;AC;Rio Branco;'04033254000167;12026174;ESC INDIGENA FLORESTA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12023256;ESC INDIGENA FRANCISCO DE ASSIS SATANAWA;Rural;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;68.0;33227989.0;;PARTICULAR;À VENCER;31/03/2028;06/05/2020;12:05:47
2020;NORTE;AC;Rio Branco;'04033254000167;12022365;ESC INDIGENA FRANCISCO LESSA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12029270;ESC INDIGENA HIMATKALTSHI;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12031968;ESC INDIGENA HIXTIWURU;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12031941;ESC INDIGENA HOMHA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12030660;ESC INDIGENA HOSHA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12032425;ESC INDIGENA HOTAWAKALU;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12045020;ESC INDIGENA HUNI KUI BUSE;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12004596;ESC INDIGENA HUNI KUI SIA;Rural;'07816177000100;COMITE EXECUTIVO HUNI KUI SIA;68.0;34632183.0;;PARTICULAR;À VENCER;31/03/2028;17/03/2020;05:03:30
2020;NORTE;AC;Rio Branco;'04033254000167;12033308;ESC INDIGENA IKA MURU HUNIKUI;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12005550;ESC INDIGENA IVA STTIHO;Rural;'03485322000166;COMITE EXECUTIVO IVA STTIHO;68.0;34621328.0;;PARTICULAR;À VENCER;31/03/2028;28/10/2020;12:10:57
2020;NORTE;AC;Rio Branco;'04033254000167;12001821;ESC INDIGENA IXUBAY RABUI PUYANAWA;Rural;'03140220000109;COMITE EXECUTIVO IXUBAY RABUI PUYANAWA;68.0;92488593.0;;PARTICULAR;À VENCER;31/12/2029;18/03/2020;05:03:04
2020;NORTE;AC;Rio Branco;'04033254000167;12020044;ESC INDIGENA JACOBINA;Rural;'04504237000160;CONSELHO ESCOLAR JACOBINA;;;;PARTICULAR;VENCIDO;26/03/2012;;
2020;NORTE;AC;Rio Branco;'04033254000167;12003727;ESC INDIGENA JAMINAUAS;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12002640;ESC INDIGENA JAMINAWA ARARA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12040223;ESC INDIGENA JAMINAWA ARARA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12062227;ESC INDIGENA JOANA SIQUEIRA LIMA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12002097;ESC INDIGENA JOAO BERNARDO RODRIGUES;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12027707;ESC INDIGENA JOAO CARNEIRO;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
2020;NORTE;AC;Rio Branco;'04033254000167;12023248;ESC INDIGENA JOAO DAMIAO;Rural;'04158237000156;COMITE EXECUTIVO CONSORCIO KATUKINA II;68.0;33227989.0;;PARTICULAR;À VENCER;31/03/2028;06/05/2020;12:05:47
2020;NORTE;AC;Rio Branco;'04033254000167;12094234;ESC INDIGENA JORGE SIMAO DA SILVA;Rural;'04033254000167;SECRETARIA DE EDUCACAO DO ESTADO DO ACRE;68.0;32156011.0;;ADMINISTRAÇÃO PÚBLICA ESTADUAL;À VENCER;31/12/2026;13/08/2020;04:08:22
