NU_ANO_CENSO;SG_UF;CO_UF;NO_MUNICIPIO;CO_MUNICIPIO;CO_ENTIDADE;NO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;DS_ENDERECO;NU_ENDERECO;DS_COMPLEMENTO;NO_BAIRRO;CO_CEP;NU_DDD;NU_TELEFONE;TP_SITUACAO_FUNCIONAMENTO;CO_ESCOLA_SEDE_VINCULADA;IN_LOCAL_FUNC_PREDIO_ESCOLAR;TP_OCUPACAO_PREDIO_ESCOLAR;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE;IN_ESGOTO_REDE_PUBLICA;IN_ESGOTO_FOSSA_SEPTICA;IN_ESGOTO_FOSSA_COMUM;IN_ESGOTO_FOSSA;IN_ESGOTO_INEXISTENTE;IN_BANHEIRO;IN_COZINHA;QT_MAT_BAS;IN_AGUA_CARRO_PIPA
2019;AC;12;Sena Madureira;1200500;12007684;ESC ELIZIARIO TAVORA;3;1;0.0;AVENIDA AVELINO CHAVES;1217;PROXIMO A IGREJA;CENTRO;69940000.0;68;99611290;1;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;320.0;
2019;AC;12;Sena Madureira;1200500;12007706;ESC FABIO BEZERRA CAVALCANTE;2;2;0.0;BR 364 SENA/MANOEL URBANO RAMAL 16 KM 34;;;;69940000.0;.;.;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;17.0;
2019;AC;12;Sena Madureira;1200500;12007722;ESC EUGENIO AUGUSTO AREAL;3;1;0.0;RUA MARCIAL MIQUELINO DA CUNHA;220;PROXIMO AO QUARTEL;CIDADE NOVA;69940000.0;68;99896978;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;230.0;
2019;AC;12;Sena Madureira;1200500;12007730;ESC FE EM DEUS;3;2;0.0;RAMAL DO 16 SM/MU KM 12. COLONIA VOLTA GRANDE.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;8.0;
2019;AC;12;Sena Madureira;1200500;12007757;ESC FONTENELE DE CASTRO;2;1;0.0;RUA PADRE EGIDIO;572;;CENTRO;69940000.0;68;36122703;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;627.0;
2019;AC;12;Sena Madureira;1200500;12007773;ESC FRANCISCO ADALTIVO BEZERRA;2;2;0.0;SERINGAL CACHOEIRA RIO MACAUA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0;
2019;AC;12;Sena Madureira;1200500;12007790;ESC FRANCISCO DE PAULA BEZERRA;3;2;1.0;BR 364 SM/MU - PROJETO BOA ESPERANCA RAMAL DO 16 K;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;8.0;
2019;AC;12;Sena Madureira;1200500;12007803;ESC FRANCISCO LUIZ PINHEIRO;2;2;0.0;SERINGAL REPOUSO, RIO MACAUA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;34.0;
2019;AC;12;Sena Madureira;1200500;12007811;ESC FRANCISCA SIQUEIRA MOURA;3;2;0.0;SERINGAL GRANJA - RIO CATE;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;28.0;
2019;AC;12;Sena Madureira;1200500;12007820;ESC GUTTEMBERG MODESTO DA COSTA;3;1;0.0;RUA CUNHA VASCONCELOS;1418;;BOSQUE;69940000.0;68;9.9975E8;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;357.0;
2019;AC;12;Sena Madureira;1200500;12007846;ESC HERMINIO PESSOA;2;2;0.0;SERINGAL CUIDADO RIO CAETE;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;12.0;
2019;AC;12;Sena Madureira;1200500;12007870;ESC INFANTIL CHAPEUZINHO VERMELHO;3;1;0.0;RUA PADRE EGIDIO;047;;CENTRO;69940000.0;68;9.9916E8;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;139.0;
2019;AC;12;Sena Madureira;1200500;12007889;ESC IRACEMA;3;2;0.0;SERINGAL IRACEMA - RIO CAETE;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;22.0;
2019;AC;12;Sena Madureira;1200500;12007897;ESC IRACEMA DAVILA MODESTO;3;1;0.0;RUA CUNHA VASCONCELOS;598;;CENTRO;69940000.0;68;36122799;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;148.0;
2019;AC;12;Sena Madureira;1200500;12007919;ESC IRMA EVANGELISTA SIMONATO;2;2;0.0;BR 364 SENTIDO SENA MADUREIRA/MANOEL URBANO KM 37;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;33.0;
2019;AC;12;Sena Madureira;1200500;12007935;ESC ITAMARATY;2;2;0.0;SERINGAL ITAMARATY, RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;67.0;
2019;AC;12;Sena Madureira;1200500;12007943;ESC JAIME NOGUEIRA DA SILVA;3;2;1.0;ESTRADA XIBUREMA KM 17;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;16.0;
2019;AC;12;Sena Madureira;1200500;12007994;ESC JOSE DA COSTA SOBRINHO;2;2;0.0;SERINGAL ESPERANCA, RIO MACAUA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;41.0;
2019;AC;12;Sena Madureira;1200500;12008010;ESC JOSE NOGUEIRA SOBRINHO;2;2;0.0;SERINGAL CACHOEIRA RIO PURUS;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;22.0;
2019;AC;12;Sena Madureira;1200500;12008028;ESC JOSE PEJOTA DE MORAIS;2;2;0.0;SERINGAL SACADO RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;8.0;
2019;AC;12;Sena Madureira;1200500;12008052;ESC CAZUMBA;3;2;0.0;RESERVA CAZUMBA IRACEMA RIO CAETE.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;69.0;
2019;AC;12;Sena Madureira;1200500;12008060;ESC LEONILIA VITORIANO DE AZEVEDO;2;2;0.0;SERINGAL ORIENTE RIO MACAUA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;50.0;
2019;AC;12;Sena Madureira;1200500;12008079;ESC LIBERDADE I;2;2;0.0;SERINGAL LIBERDADE, RIO MACAUA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;23.0;
2019;AC;12;Sena Madureira;1200500;12008087;ESC LIRA CASTRO;3;2;1.0;COLONIA LIRA CASTRO - RIO IACO;;;;69940000.0;68;9.9977E8;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;10.0;
2019;AC;12;Sena Madureira;1200500;12008095;ESC MAIA;3;2;0.0;SERINGAL SAO JOAO COLONIA TERRUEL - RIO IACO;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;30.0;
2019;AC;12;Sena Madureira;1200500;12008109;ESC MANOEL CESARIO DE FARIAS;2;2;0.0;COMUNIDADE MAIA, RIO IACO.;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;39.0;
2019;AC;12;Sena Madureira;1200500;12008133;ESC MURUMBA;2;2;0.0;SERINGAL MURUMBA, RIO CAETE;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;24.0;
2019;AC;12;Sena Madureira;1200500;12008150;ESC FRANCISCO CEZAR VILACO;3;2;0.0;SGL. NOVO SAO JOSE COLONIA PORTO MAIA - RIO IACO.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;31.0;
2019;AC;12;Sena Madureira;1200500;12008176;ESC LEONICE FERNANDES DE ALMEIDA BREGENCE;3;2;1.0;BR-364-KM 23 - SENA/RIO BRANCO.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;204.0;
2019;AC;12;Sena Madureira;1200500;12008214;ESC NOVA OLINDA;2;2;0.0;SERINGAL NOVA OLINDA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;28.0;
2019;AC;12;Sena Madureira;1200500;12008222;ESC NOVO DESTINO;3;2;0.0;SERINGAL NOVO DESTINO - RIO IACO;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;9.0;
2019;AC;12;Sena Madureira;1200500;12008273;ESC PIEDADE;2;2;0.0;SERINGAL PIEDADE RIO PURUS;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;29.0;
2019;AC;12;Sena Madureira;1200500;12008281;ESC PINGO DAGUA;3;1;0.0;BAIRRO SAO FRANCISCO 2º DISTRITO;;;;69940000.0;68;99776127;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;59.0;
2019;AC;12;Sena Madureira;1200500;12008303;ESC PORTO ALEGRE;3;2;1.0;COLONIA PORTO ALEGRE - RIO IACO;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;30.0;
2019;AC;12;Sena Madureira;1200500;12008389;ESC RAIMUNDO MAGALHAES;2;1;0.0;RUA SERGIO FERREIRA DA SILVA;2183;II DISTRITO;NITEROI;69940000.0;68;36125063;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;332.0;
2019;AC;12;Sena Madureira;1200500;12008435;ESC RECIFE II;2;2;0.0;SERINGAL RECIFE, RIO IACO.;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;53.0;
2019;AC;12;Sena Madureira;1200500;12008451;ESC SAO FRANCISCO II;3;2;0.0;SGL. CAMPO OZORIO RIO IACO.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;35.0;
2019;AC;12;Sena Madureira;1200500;12008486;ESC SANTA ANA;2;2;0.0;SERINGAL SANTA ANA RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;
2019;AC;12;Sena Madureira;1200500;12008532;ESC SAO DOMINGOS;3;2;0.0;BR 364 SM/MU - GLEBA SAO JORGE RAMAL DO 20.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;44.0;
2019;AC;12;Sena Madureira;1200500;12008559;ESC SAO FRANCISCO I;3;2;0.0;SERINGAL AREAL VELHO - RIO IACO;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;12.0;
2019;AC;12;Sena Madureira;1200500;12008583;ESC SAO FRANCISCO I;2;2;0.0;SERINGAL SAO FRANCISCO RIO PURUS;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;19.0;
2019;AC;12;Sena Madureira;1200500;12008613;ESC SAO JOSE;3;2;0.0;SERINGAL SAO JOSE;;RIO PURUS;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;58.0;
2019;AC;12;Sena Madureira;1200500;12008664;ESC SAO PEREGRINO;3;2;1.0;SERINGAL PROVIDENCIA;;RIO MACAUA;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;
2019;AC;12;Sena Madureira;1200500;12008680;ESC SAO SEBASTIAO;2;2;0.0;SERINGAL SAO SEBASTIAO, RIO MACAUA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;12.0;
2019;AC;12;Sena Madureira;1200500;12008737;ESC SENADOR ADALBERTO SENA;2;2;0.0;BR 364 KM 45 SENTIDO SENA MADUREIRA/MANOEL URBANO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;12.0;
2019;AC;12;Sena Madureira;1200500;12008770;ESC SANTA IZABEL;2;2;0.0;SERINGAL SANTA IZABEL RIO IACO;;;;69940000.0;.;.;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;41.0;
2019;AC;12;Sena Madureira;1200500;12008826;ESC MARIA DE LURDES TORRES DE MOURA;3;2;1.0;SERINGAL SAO JOSE;;RIO IACO;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;45.0;
2019;AC;12;Sena Madureira;1200500;12008842;ESC SAO SALVADOR II;3;2;0.0;BR 364 SM/RB - RAMAL DO 15 - CACIRIA.;;;;69940000.0;68;99858138;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;13.0;
2019;AC;12;Sena Madureira;1200500;12008850;ESC TABATINGA;2;2;0.0;SERINGAL TABATINGA RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;32.0;
2019;AC;12;Sena Madureira;1200500;12008885;ESC TIRADENTES;2;2;0.0;PROJETO REDENCAO IGARAPE MALOCA;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;37.0;
2019;AC;12;Sena Madureira;1200500;12008893;ESC ULISSES GUIMARAES;2;2;0.0;ESTRADA LINHA SECA RAMAL DA TABOCA KM 08;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;27.0;
2019;AC;12;Sena Madureira;1200500;12008907;ESC VIRGINIO DA SILVA DINIZ;2;2;0.0;SERINGAL BATURITE, RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;14.0;
2019;AC;12;Sena Madureira;1200500;12018694;ESC SAO JOSE II;3;2;0.0;SGL. BOA ESPERANCA RIO IACO.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;40.0;
2019;AC;12;Sena Madureira;1200500;12018708;ESC JOAO COSTA DAVILA;3;2;1.0;SERINGAL VALENCA;;RIO MACAUA;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;32.0;
2019;AC;12;Sena Madureira;1200500;12018716;ESC JOSE PEDRO;3;2;1.0;COL. ALEGRIA RIO IACO.;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;11.0;
2019;AC;12;Sena Madureira;1200500;12018732;ESC SAO BENTO;3;2;1.0;SERINGAL SAO BENTO - RIO MACAUA;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;35.0;
2019;AC;12;Sena Madureira;1200500;12018740;ESC SANTA AMELIA I;2;2;0.0;COLONIA SANTO ANTONIO, RIO CAETE;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;10.0;
2019;AC;12;Sena Madureira;1200500;12019364;ESC PRACAUBA;2;2;0.0;SERINGAL RECIFE RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;45.0;
2019;AC;12;Sena Madureira;1200500;12019380;ESC NOSSA SENHORA DE NAZARE;3;2;0.0;SERINGAL NAZARE - RIO IACO;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;40.0;
2019;AC;12;Sena Madureira;1200500;12019585;ESC SANTA LUZIA I;3;2;0.0;SERINGAL SANTA LUZIA - RIO IACO;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;6.0;
2019;AC;12;Sena Madureira;1200500;12019593;ESC TOMA CUIDADO;3;2;0.0;SERINGAL TOMA CUIDADO - RIO PURUS;;;;69940000.0;68;98858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;16.0;
2019;AC;12;Sena Madureira;1200500;12020567;ESC IOLANDA PEREIRA NUNES;2;2;0.0;SERINGAL PORONGABA RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;39.0;
2019;AC;12;Sena Madureira;1200500;12021385;ESC JOSE DA ROCHA NEVES;3;2;0.0;COLONIA LUA NOVA;;RIO MACAUA;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;9.0;
2019;AC;12;Sena Madureira;1200500;12022721;ESC NAZARE DE SOUZA;3;2;1.0;ESTRADA LINHA SECA - RAMAL DO CASSABORA KM 45;;;;69940000.0;68;99858138;1;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;12.0;
2019;AC;12;Sena Madureira;1200500;12022730;ESC SAO BERNARDO;3;2;0.0;SERINGAL SAO BERNARDO - RIO PURUS;;;;69940000.0;68;99858138;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;13.0;
2019;AC;12;Sena Madureira;1200500;12022772;ESC VICENTE BALBINO DA COSTA;3;1;0.0;RUA HERMANO ALVES COSTA;S/N;;CRISTO LIBERTADOR;69940000.0;68;36123399;1;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;103.0;
2019;AC;12;Sena Madureira;1200500;12022802;ESC INDIGENA PEKOIBO;2;2;2.0;TERRA INDIGENA ALTO CAETE ALDEIA BUENOS AIRES;;RIO CAETE;;69940000.0;68;36122838;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;11.0;
2019;AC;12;Sena Madureira;1200500;12023361;ESC ELIAS MOREIRA;2;2;0.0;SERINGAL AMPARO VELHO RIO PURUS.;;;;69940000.0;.;.;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;35.0;
2019;AC;12;Sena Madureira;1200500;12023744;ESC CAMPO OSORIO;2;2;0.0;SERINGAL CAMPO OSORIO, RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;7.0;
2019;AC;12;Sena Madureira;1200500;12025640;ESC PEDRO EUGENIO DE SOUZA;2;2;0.0;SERINGAL SAO PEDRO, RIO IACO.;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;6.0;
2019;AC;12;Sena Madureira;1200500;12025712;ESC UMBILINA PIRES FREITAS;2;2;0.0;SERINGAL ORIENTE, RIO IACO;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;64.0;
2019;AC;12;Sena Madureira;1200500;12025810;ESC EUCLIDES FEITOSA CAVALCANTE;3;1;0.0;AV. GOV. ORLEIR CAMELI;681;;ANA ALVES VIEIRA;69940000.0;68;9.9959E8;1;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;350.0;
2019;AC;12;Sena Madureira;1200500;12025828;ESC LARANJAL;2;2;0.0;SERINGAL REFORMA RIO CAETE;;;;69940000.0;68;36122838;1;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;24.0;
2019;AC;12;Sena Madureira;1200500;12025836;ESC CHARLES SANTOS;2;2;1.0;ESTRADA XIBUREMA KM 05;;;;69940000.0;68;99620203;1;0.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;1.0;1.0;231.0;
2019;AC;12;Sena Madureira;1200500;12025852;ESC SANTA AMELIA II;2;2;0.0;SERINGAL BATURITE RIO IACO;;;;69940000.0;.;.;1;0.0;1.0;1.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;14.0;
2019;AC;12;Sena Madureira;1200500;12025917;ESC MANOEL RUFINO;2;2;0.0;SERINGAL PORONGABA COLONIA PIAUI RIO IACO;S/Nº;RIO IACO;;69940000.0;68;9.9997E8;1;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;21.0;
