NU_ANO_CENSO;SG_UF;NO_MUNICIPIO;CO_MUNICIPIO;NO_ENTIDADE;CO_ENTIDADE;TP_DEPENDENCIA;TP_LOCALIZACAO;TP_LOCALIZACAO_DIFERENCIADA;CO_ESCOLA_SEDE_VINCULADA;IN_AGUA_POTAVEL;IN_AGUA_REDE_PUBLICA;IN_AGUA_POCO_ARTESIANO;IN_AGUA_CACIMBA;IN_AGUA_FONTE_RIO;IN_AGUA_INEXISTENTE;IN_ENERGIA_REDE_PUBLICA;IN_ENERGIA_GERADOR_FOSSIL;IN_ENERGIA_RENOVAVEL;IN_ENERGIA_INEXISTENTE
2021;AC;Cruzeiro do Sul;1200203;ESC 06 DE AGOSTO;12000140;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC 7 DE SETEMBRO;12000159;2;2;0;0;1;1;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ABSOLON MOREIRA;12000167;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC AIRTON SENA DA SILVA;12000183;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE ALFREDO NUSS;12000191;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ANTONIO FERREIRA GOMES;12000248;3;2;0;0;0;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ANTONIO JUVENCIO BARROSO;12000256;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC ARI RODRIGUES;12000264;2;2;0;0;1;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ARTUR LEBRE I;12000272;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC AUGUSTO SEVERO;12000280;2;2;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC BARROSO FILHO;12000299;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CEL CONTREIRAS;12000345;2;1;0;0;1;1;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CORA CORALINA;12000370;2;2;0;0;0;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CORAZITA NEGREIROS;12000396;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DOM PEDRO II;12000400;2;2;0;0;1;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FLODOARDO CABRAL;12000418;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC COMANDANTE BRAZ DE AGUIAR;12000442;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRAVEIRO COSTA;12000450;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DION THAUMATURGO;12000469;2;2;0;0;1;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DOM PEDRO I;12000507;2;2;0;0;1;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC DR VALERIO CALDAS DE MAGALHAES;12000531;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC EMIDIO BRAGA DE VASCONCELOS;12000558;3;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FLODOARDO CABRAL;12000566;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FRANCISCA BARROS DE OLIVEIRA;12000574;3;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FRANCISCA HORMINDA DE OLIVEIRA;12000582;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FRANCISCA RITA DE CASSIA LIMA PINTO;12000590;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FRANCISCO MONTENEGRO BRAGA;12000612;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC GENERAL RONDON;12000639;2;2;0;0;0;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC GOVERNADOR HUGO CARNEIRO;12000663;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC HELENA NOBRE;12000671;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC HUMBERTO DE CAMPOS;12000701;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOAO KUBITSCHEK;12000736;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOAQUIM JOSE DA SILVA XAVIER;12000752;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOAQUIM NOGUEIRA;12000779;2;2;0;0;0;0;0;1;0;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOSE DE ALENCAR;12000787;2;2;0;0;0;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOSE DE ANCHIETA;12000795;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC JOSE DO PATROCINIO;12000809;3;2;0;0;1;0;1;0;0;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JULIO RODRIGUES MARTINS;12000825;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC INDIGENA KATUKINA I;12000841;2;2;2;0;0;0;0;1;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC LEONILA DA SILVA ROSAS;12000868;3;2;0;0;1;0;0;0;1;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC LUIZ ANTONIO MEIRIM PEDREIRA;12000876;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC LUIZ FERREIRA;12000892;3;2;0;0;1;0;1;0;0;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JUAREZ IBERNON;12000906;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CIVICO-MILITAR MADRE ADELGUNDES BECKER;12000914;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MANOEL BRAZ DE MELO;12000930;2;2;0;0;1;1;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARCILIO NUNES RIBEIRO II;12000973;2;2;0;0;0;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARIA DA CONCEICAO CASTRO LIMA;12001007;3;1;0;0;1;1;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARIA DE NAZARE SANTIAGO;12001015;2;2;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MAURICIO MAPPES BARROSO;12001031;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MOACIR RODRIGUES;12001058;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MUSTAFA ALMEIDA TOBU;12001066;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC NADIR MESSIAS CAMELI;12001074;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC NORBERTO ASSUNCAO CAVALCANTE;12001104;2;2;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC NOSSA SENHORA DE NAZARE;12001112;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC NOSSA SENHORA DO PERPETUO SOCORRO;12001120;3;2;0;0;1;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC OLAVO BILAC;12001139;2;2;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE MARCELINO CHAMPAGNAT;12001147;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PANTALEAO BUSSONS;12001155;3;2;0;0;1;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE CARLOS KUNZ;12001163;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE CRISTOVAO FREIRE ARNAUD;12001171;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE DAMIAO;12001180;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE EGON ENGEL;12001198;3;2;0;0;1;0;1;0;0;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE MANOEL DA NOBREGA I;12001201;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PEDRO FIRMINO DE OLIVEIRA;12001210;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PLACIDO DE CASTRO;12001228;2;2;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DIVINA PROVIDENCIA;12001236;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RAIMUNDO QUIRINO NOBRE;12001244;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC BEIJA FLOR;12001252;3;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PRESBITERIANA DE CRUZEIRO DO SUL;12001260;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PROFESSOR ANTONIO DE BARROS FREIRE;12001279;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MARIA DE NAZARE LIMA;12001295;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PROF QUITA;12001309;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RAINHA DA FLORESTA;12001317;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC REGO BARROS;12001333;2;1;0;0;1;1;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOAO BUSSONS;12001341;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RODRIGUES E SILVA;12001368;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RUI BARBOSA;12001392;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SAO FRANCISCO;12001406;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC ALFREDO SAID;12001414;3;2;0;0;1;0;1;0;0;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SANTA RITA;12001422;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SAO CRISTOVAO;12001430;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA SAO JOSE;12001457;2;1;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SEBASTIANA SILENE VALENTE;12001490;2;2;0;0;0;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SEGADAS VIANA;12001503;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SANTA BARBARA;12001520;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SANTA LUZIA;12001554;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC TANCREDO DE ALMEIDA NEVES I;12001570;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC TEODORICO MELO;12001589;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC THAUMATURGO DE AZEVEDO;12001597;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC VISCONDE DO RIO BRANCO;12001627;2;2;0;0;0;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE MARCELINO CHAMPAGNAT - INFANTIL;12001732;3;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE ENSINO INFANTIL OSVALDO DALBUQUERQUE LIMA;12001740;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JARDIM DE INFANCIA SAO FRANCISCO;12001759;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARECHAL HERMES DA FONSECA;12003280;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC MARGARIDA BATISTA DE LIMA;12018317;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RAIMUNDA DE CASTRO LEBRE;12019011;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SAO JOAO I;12020206;3;2;0;0;0;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC NOSSA SENHORA APARECIDA;12020230;3;2;0;0;1;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DOM HENRIQUE RUTH;12020249;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC OLINDA NERI DA SILVA;12020486;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ARTUR LEBRE II;12020494;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC JOAO MARIA DE SOUZA MENDONCA;12020540;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOSE SARAIVA DE FREITAS;12020656;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC INDIGENA KATUKINA II;12020664;2;2;2;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC PEDRO BENICIO;12020672;2;2;0;0;0;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARIA TEREZINHA DE JESUS SAAVEDRA;12021890;3;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SANTA LUZIA;12021911;3;2;0;0;0;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ARTHUR MAIA DE CARVALHO;12021920;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RAIMUNDA DE OLIVEIRA AMORIM;12021938;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FRANCISCA MARIA DE SOUZA;12021954;3;2;0;0;0;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARIA LIMA DE SOUZA;12021962;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DARCY BEZERRA;12023183;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC INDIGENA JOAO DAMIAO;12023248;2;2;2;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC INDIGENA FRANCISCO DE ASSIS SATANAWA;12023256;2;2;2;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC PADRE MANOEL DA NOBREGA II;12023302;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ELZIVANIA MENDONCA DA CONCEICAO;12025402;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE SANTA ROSA;12026492;3;2;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE MAJOLUNE;12026557;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DE ENSINO INFANTIL E FUNDAMENTAL JOIAS DE CRISTO;12026565;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL PROFESSORA FRANCISCA LIMA DA SILVA;12026603;3;2;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE AMIGUINHOS DE JESUS;12026620;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PROF SIDNEI VILELA;12027260;3;2;1;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC LEONILA LIMA;12027278;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PROFESSORA NEUZA BERNARDINO DE SOUZA;12027286;3;2;0;0;1;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC PROF MARLIZ SAMPAIO DE ABREU;12027294;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ESTEPHAN BARBARY;12027898;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC NISE VARELA;12027901;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE IRMA MARIA SUSANA FERREIRA DE SOUZA;12027910;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JOAQUIM DE PAULA;12027928;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC VERISSIMO DE PAULA;12027944;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE MARGARIDA DA SILVA PEDREIRA;12027960;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MARIA CIDALIA CORREIA LIMA DE MESSIAS;12027979;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC DJALMA CORREIA DA SILVA;12027987;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC PROF MARIA CELIA DE OLIVEIRA;12027995;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC JACINTO BARBOSA GONDIM;12028002;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC IRMA DIANA;12028665;3;1;0;0;0;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE PADRE FREDERICO SIEGERS I;12028673;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC INENCY MORORO DE OLIVEIRA;12029521;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE SAO FRANCISCO;12029530;3;1;0;0;0;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE ENSINO INFANTIL BRINQUEDOTECA;12029548;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC MAGIA DO SABER;12029718;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC INDIGENA PEDRO DE SOUZA WANINAWA;12030031;2;2;2;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC NOVO HORIZONTE;12030201;2;2;0;0;1;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC PRINCESA DA FLORESTA;12030210;2;2;1;0;1;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC FRANCISCO MACIEL CARDOZO;12030627;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;IFAC - CAMPUS CRUZEIRO DO SUL;12030937;1;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC OSCAR ALVES JUCA;12031712;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC IGARAPE FORQUILHA;12031780;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC ANTONIO RODRIGUES DA SILVA;12031798;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC JOSE BERNARDO PINHEIRO;12031801;2;2;0;0;0;0;0;0;1;0;0;1;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SAO RAIMUNDO;12031810;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC JOSE DA CONCEICAO;12031828;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC MUNICIPAL DE ENSINO INFANTIL MADRE ANSELMA;12031976;3;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE ENSINO BASICO ALFREDO SALES;12032492;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MARIA JOSE BEZERRA FONTES;12033120;3;2;1;0;1;0;0;1;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ESCOLA NOVA BELO HORIZONTE;12033219;3;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC ESCOLA NOVA SAO LUIZ;12033227;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC ESCOLA NOVA PASSO FUNDO;12033235;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;COLEGIO MILITAR ESTADUAL DOM PEDRO II - CZS;12033537;2;1;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRUZEIRO DO SUL;12033570;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC SAO SEBASTIAO;12033588;2;2;0;0;0;0;0;0;1;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC RAIMUNDO HENRIQUE DA COSTA;12033596;2;2;0;0;0;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC COMUNIDADE TAPIRI;12033693;3;2;0;0;1;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC ESTIRAO DO SAO LUIZ;12033707;3;2;0;0;1;0;0;0;1;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE PROFESSORA MARIA EVANUZIA DOS SANTOS;12041823;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC UNIVERSO INFANTIL;12057223;2;2;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC CRECHE BOM JESUS;12087220;3;2;0;0;0;1;0;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESCOLA MUNICIPAL DE EDUCACAO INFANTIL LUCILA LOPES LIMA;12088226;3;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Cruzeiro do Sul;1200203;ESC LUIZ GONCALVES DA SILVA;12096229;3;2;0;0;1;0;1;0;0;0;0;0;0;1
2021;AC;Cruzeiro do Sul;1200203;ESC INDIGENA TAMAKAYA;12097225;2;2;2;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC MARIA ESTER DE OLIVEIRA;12016624;3;2;0;0;1;0;0;0;0;1;0;0;0;1
2021;AC;Epitaciolândia;1200252;ESC LUIZ GONZAGA DA ROCHA;12017060;2;2;0;0;1;0;1;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC BRASIL BOLIVIA;12017094;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC CIVICO-MILITAR JOANA RIBEIRO AMED;12017108;2;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC INFANTIL PEQUENO PRINCIPE;12017175;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC JOAO PEDRO DA SILVA;12017205;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC JOSE BENICIO MOREIRA;12017221;3;2;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC JOSE HASSEM HALL FILHO;12017230;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC RAIMUNDA DA CUNHA AIRES;12018821;3;1;0;0;1;1;0;0;0;0;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC NOSSA SENHORA APARECIDA;12019780;3;2;0;0;1;0;0;0;0;1;0;0;0;1
2021;AC;Epitaciolândia;1200252;ESC JOSE JOAQUIM MEIRELES;12021270;3;2;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC LAGO;12021288;3;2;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC MARIA DA CONCEICAO OLIVEIRA;12022217;3;1;0;0;1;0;0;0;0;1;1;0;0;0
2021;AC;Epitaciolândia;1200252;ESC SEBASTIAO BRANDAO DO NASCIMENTO;12022225;3;1;0;0;1;1;0;0;0;0;1;0;0;0
